,void-accessor controller,set collaborator,predicate set collaborator,property,property non-void-command factory collaborator,factory incidental,property command factory collaborator,get predicate controller,get set factory collaborator,property wrapper,constructor,get set factory,property non-void-command factory,get property,predicate non-void-command collaborator,get property factory wrapper,property set factory,predicate wrapper,get factory collaborator,wrapper stateless,get factory controller,void-accessor command,get predicate set,factory collaborator,get non-void-command collaborator,set factory,stateless,copy-constructor,get non-void-command,get set collaborator,command,property factory collaborator,incidental,predicate collaborator,destructor,property set collaborator,property factory wrapper,property set factory collaborator,non-void-command factory collaborator,get property set factory collaborator,get predicate set collaborator,void-accessor,predicate non-void-command,get property controller,property collaborator,get void-accessor collaborator,get non-void-command factory collaborator,property set,wrapper,collaborator stateless,get factory,unclassified,get predicate collaborator,factory controller stateless,factory wrapper stateless,get property factory collaborator,get void-accessor command collaborator,set factory collaborator,get predicate wrapper,get wrapper,get controller,get property non-void-command factory,void-accessor set collaborator,get predicate non-void-command,command collaborator,command empty,void-accessor command collaborator,get command collaborator,property non-void-command,get factory wrapper,get predicate non-void-command collaborator,get property command collaborator,get,get void-accessor controller,property factory,get collaborator,controller stateless,get predicate,factory collaborator stateless,get property collaborator,get property non-void-command,get property wrapper,void-accessor set,factory controller,property controller,get command,get property set,void-accessor wrapper,property factory controller,void-accessor collaborator,get property set collaborator,collaborator incidental,get property factory,get property factory controller,set,get property set factory,collaborator,get property non-void-command collaborator,get void-accessor,non-void-command,non-void-command collaborator,property non-void-command collaborator,get property non-void-command factory collaborator,predicate set,get non-void-command factory,property command collaborator,empty,predicate,controller,factory stateless,non-void-command factory,predicate controller,factory,get set,factory wrapper,factory collaborator incidental
clean-architecture-manga (C#),0,15,0,0,8,0,0,0,0,2,39,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,36,30,0,0,0,0,2,0,9,0,0,0,0,0,0,5
WinAppDriver (C#),0,39,0,2,0,0,0,0,0,11,85,0,0,0,3,0,0,1,0,148,0,0,0,0,0,0,0,1,0,2,92,0,9,0,3,0,0,0,1,0,0,0,7,0,3,0,0,1,46,8,0,0,0,2,0,0,0,0,0,0,0,0,1,0,280,0,4,0,9,0,0,0,9,0,0,25,55,0,1,0,0,0,0,0,0,0,0,0,0,1,0,58,0,0,22,0,1,0,0,5,9,9,0,0,0,0,1,0,5,0,0,0,0,1,0,0
MQTTnet (C#),0,16,0,4,14,0,0,0,0,14,128,0,0,0,11,1,0,2,0,137,0,0,0,0,7,0,7,8,9,74,66,6,32,2,0,10,9,0,23,0,0,0,6,0,5,0,1,0,25,2,0,3,0,2,18,4,0,0,0,1,0,0,2,0,85,0,2,0,27,0,0,0,2,0,0,14,111,0,13,0,1,0,0,0,20,0,2,0,4,0,0,11,0,0,16,0,1,5,0,1,171,241,0,0,0,0,13,1,31,0,0,0,0,78,1,1
git-credential-manager (C#),1,7,1,0,37,0,0,0,4,25,224,0,0,0,20,0,0,15,0,210,0,2,0,2,3,0,5,3,0,0,67,9,19,1,1,1,4,1,17,0,0,0,32,0,1,0,0,0,55,5,0,5,0,13,5,0,0,1,1,1,0,0,0,0,65,0,5,0,38,0,0,0,4,0,0,5,283,1,2,0,1,0,0,3,26,0,0,0,7,0,0,10,0,0,19,0,1,0,0,7,18,109,0,0,0,0,28,3,64,0,0,2,0,0,0,1
npgsql (C#),3,33,1,1,11,0,0,0,0,12,355,0,0,0,18,0,0,6,0,640,0,0,0,1,49,0,3,11,20,10,85,2,0,2,0,7,3,3,3,0,0,0,2,2,4,0,0,1,77,2,0,4,0,10,3,0,0,0,0,10,2,0,0,0,95,0,5,0,5,0,0,0,0,0,0,2,297,0,2,2,0,2,0,1,23,0,0,0,8,1,1,10,0,0,62,0,2,2,0,5,67,68,0,0,0,0,8,1,73,0,0,1,0,9,0,2
Prowlarr (C#),0,30,0,3,268,0,0,0,0,31,1031,0,0,0,73,0,0,7,0,359,0,1,0,0,7,0,16,45,8,9,238,76,28,0,0,2,7,26,243,0,0,0,21,2,6,0,1,1,67,18,0,0,0,161,12,0,0,4,0,5,0,1,0,0,606,0,10,0,52,0,0,0,15,0,1,11,386,0,82,1,4,1,0,10,35,0,0,5,10,0,0,67,0,0,64,0,0,5,0,16,72,701,5,0,0,0,27,5,34,0,0,3,0,7,1,7
Geographical-Adventures (C#),0,36,0,31,9,0,0,0,0,37,181,0,0,0,21,0,0,6,0,52,0,6,0,2,7,0,0,2,0,1,256,6,29,4,0,4,4,0,26,0,0,15,24,0,18,0,2,0,36,6,0,5,1,8,3,0,0,1,0,2,0,0,2,0,169,0,19,0,20,0,0,0,71,0,0,50,49,0,4,0,1,0,1,6,13,0,0,3,0,2,0,20,0,0,87,0,4,0,0,1,1,102,0,1,0,0,20,18,20,0,0,2,0,0,4,0
Unity-Design-Pattern (C#),1,32,0,5,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,1,2,1,2,149,7,41,0,0,1,1,0,1,0,0,0,2,0,2,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,0,1,0,15,1,0,0,43,0,0,28,78,0,14,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,91,0,0,0,0,0,3,7,0,0,0,0,25,4,14,1,0,0,0,0,0,0
AspNetCore.Docs (C#),6,152,0,36,69,0,0,0,1,104,1441,0,0,0,6,0,0,6,0,1090,0,0,0,1,0,0,3,760,0,0,94,5,69,0,0,275,9,0,2,0,0,0,63,0,6,0,0,0,11,34,0,0,0,11,15,0,0,0,0,0,0,0,4,0,307,0,7,0,16,0,0,0,7,0,0,8,1562,0,13,0,0,0,0,1,40,0,0,0,1,4,0,138,0,0,307,0,4,0,0,0,276,1487,0,0,0,0,448,1,69,0,0,1,0,0,0,13
Umbraco-CMS (C#),12,61,7,4,193,0,0,0,4,77,2278,0,0,0,160,1,0,23,0,1060,0,4,0,7,121,0,3,290,14,113,233,35,15,7,0,18,17,17,148,1,0,2,46,1,41,0,4,1,147,11,0,6,0,75,40,0,0,7,1,16,2,0,2,1,1172,0,57,0,70,0,0,0,3,0,0,22,1771,0,27,5,3,5,0,16,76,0,1,3,21,2,2,72,0,0,54,0,7,20,0,7,384,1737,1,1,0,0,79,3,246,0,0,22,0,48,5,22
nopCommerce (C#),0,200,0,6,357,0,0,0,2,35,910,0,0,0,29,0,0,6,0,270,0,0,0,0,6,0,3,1,1,4,123,2,21,0,0,171,2,0,185,0,0,0,7,0,10,0,1,0,16,12,0,0,0,11,15,0,0,0,0,0,0,0,0,0,256,0,1,0,39,0,0,0,6,0,0,0,470,0,4,0,1,2,0,3,72,0,0,1,11,1,0,80,0,0,50,0,1,6,0,1,1435,2058,1,0,0,0,53,5,23,0,0,1,0,18,0,2
ailab (C#),1,85,1,19,12,0,0,0,0,85,238,0,1,0,23,0,0,17,0,118,0,0,0,2,1,0,0,14,0,3,134,0,39,2,7,6,1,0,9,0,0,1,13,0,3,0,0,0,124,18,0,0,0,4,2,0,0,1,0,0,0,0,0,0,221,0,16,0,23,0,0,0,48,0,0,35,46,0,1,0,0,0,0,1,9,0,0,1,0,1,0,47,0,0,79,0,5,0,0,35,52,85,3,1,0,0,12,15,18,0,0,0,0,1,0,0
garnet (C#),14,86,82,34,31,0,0,0,0,59,392,0,1,2,275,1,0,61,0,512,0,16,0,1,3,0,5,12,1,1,539,11,37,4,3,5,9,3,13,0,0,3,68,1,16,0,0,6,120,12,0,9,0,2,1,1,0,8,1,1,0,0,5,0,584,0,63,0,61,0,0,0,17,0,0,13,370,0,2,0,1,1,0,5,29,0,0,8,5,3,0,105,0,0,128,0,8,2,0,4,81,291,0,12,0,0,137,19,107,0,0,35,0,2,2,0
ToastFish (C#),0,4,0,1,0,0,0,0,0,1,5,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,14,0,2,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubeus (C#),0,9,0,5,8,0,0,0,0,22,199,0,0,0,4,0,0,3,0,99,0,4,0,0,1,0,4,12,1,0,85,0,37,2,0,3,1,0,14,0,0,0,6,1,1,0,0,1,1,5,0,2,0,1,1,0,0,0,0,0,0,0,0,0,93,0,0,0,65,0,0,0,5,0,0,1,29,0,2,0,0,0,0,0,21,0,0,0,6,0,0,4,0,0,18,0,0,0,0,0,0,55,0,2,0,0,3,1,21,0,0,0,0,3,0,0
perfview (C#),3,262,6,223,64,0,0,0,18,62,631,0,0,8,67,0,0,25,0,333,0,13,0,3,32,0,65,1175,26,24,1102,29,624,7,17,25,8,5,36,0,0,2,130,0,137,0,9,11,1112,45,0,16,0,20,8,0,0,11,0,4,1,0,8,1,740,0,77,0,3468,0,1,0,293,0,2,241,269,1,23,17,2,3,2,6,54,0,1,5,4,2,3,3643,2,0,196,0,25,11,0,13,17,2500,5,5,1,0,71,70,68,0,1,14,1,1186,2,1
HandyControl (C#),6,88,7,7,7,0,0,0,1,28,374,0,0,0,20,0,0,6,0,110,0,2,0,0,2,0,2,3,1,1,141,4,3,3,5,7,6,2,7,0,0,0,6,1,6,0,5,0,44,25,0,6,0,15,7,0,0,3,1,15,0,0,10,0,272,0,15,0,17,0,0,0,12,0,0,14,30,1,13,0,0,4,2,2,8,0,0,1,2,1,0,21,0,0,74,0,6,4,0,15,21,56,0,0,0,0,26,5,21,0,0,2,0,1,1,12
open-project-1 (C#),1,81,0,3,11,0,0,0,1,8,33,0,0,0,13,0,0,2,0,52,0,1,0,0,2,0,0,4,1,0,325,0,8,3,0,2,0,4,2,0,0,0,10,0,2,0,0,1,28,0,0,3,0,1,3,0,0,0,0,1,0,0,0,0,166,0,8,0,5,0,0,0,4,0,0,8,16,0,2,0,0,0,0,0,2,0,0,0,2,1,1,5,0,0,152,0,1,0,0,0,1,17,0,2,0,0,39,14,7,0,0,0,0,0,1,0
downkyi (C#),0,124,26,16,0,0,0,0,0,94,85,0,0,0,43,1,0,2,0,8,0,0,0,0,0,0,0,44,0,1,19,1,4,0,0,0,44,0,3,0,0,0,0,0,1,0,0,0,2,2,0,0,0,3,0,0,0,0,35,0,0,0,0,8,115,0,0,0,93,0,0,0,163,0,0,51,11,0,0,0,24,0,0,1,4,0,0,0,0,0,0,44,0,0,208,0,0,26,0,3,0,18,0,24,0,0,0,1,1,0,0,0,0,19,0,0
Opserver (C#),0,1,0,1,12,0,0,0,0,20,110,0,0,0,13,0,0,1,0,61,0,0,0,0,4,0,0,5,0,6,7,5,9,1,0,1,8,0,2,0,0,0,6,0,13,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5,0,2,0,9,0,0,0,0,0,0,3,15,0,1,3,3,1,0,2,24,0,0,2,2,0,2,19,0,0,7,0,0,8,0,0,5,115,0,1,0,0,4,2,4,0,0,4,0,0,0,0
WaveFunctionCollapse (C#),0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SparkleShare (C#),0,9,1,3,1,0,0,0,0,8,75,0,0,0,6,0,0,3,0,63,0,1,0,1,0,0,1,0,0,2,78,0,4,0,2,3,0,0,1,0,0,0,8,0,2,0,0,1,16,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,44,0,3,0,23,0,0,0,4,0,0,0,20,0,0,1,0,0,0,1,4,0,0,0,1,0,0,2,0,1,15,0,0,0,0,0,4,19,0,1,0,0,7,4,10,0,0,4,0,4,0,1
lively (C#),0,36,0,0,5,0,0,0,0,23,182,0,0,0,5,0,0,8,0,71,0,0,0,1,1,0,3,9,1,2,104,0,11,1,0,3,1,0,9,0,0,0,3,0,2,0,0,0,50,17,0,2,0,1,7,0,0,0,0,1,0,0,0,0,120,0,5,0,3,0,0,0,0,0,0,0,25,0,2,0,0,0,0,0,3,0,0,1,2,1,0,39,0,0,43,0,7,1,0,14,72,55,0,0,0,0,35,2,11,0,0,0,0,3,1,1
DotNetty (C#),0,55,3,17,28,0,0,0,1,31,832,0,0,2,83,3,0,11,0,108,0,2,0,3,403,0,13,12,23,18,323,1,16,5,2,28,6,1,16,0,0,0,64,2,15,0,0,14,37,21,0,14,0,3,5,0,0,5,0,22,6,1,3,0,535,0,5,0,197,0,0,0,26,0,2,23,440,2,5,3,28,2,0,13,35,0,3,1,13,2,3,10,1,0,69,0,2,16,0,11,15,464,5,6,0,0,41,11,106,0,0,5,0,20,1,0
mRemoteNG (C#),1,148,4,119,29,0,0,0,1,16,374,0,0,0,32,0,0,6,0,179,0,2,0,0,12,0,4,2,0,3,485,5,15,5,0,4,1,0,36,0,0,0,40,0,103,0,4,1,181,9,0,3,0,23,84,0,0,0,0,1,0,0,4,0,802,0,27,0,41,0,0,0,86,0,0,7,160,0,25,0,2,0,0,3,227,0,0,0,84,6,0,50,0,0,507,0,6,3,0,5,35,1299,1,2,0,0,43,197,72,0,0,9,0,0,1,2
AsyncEx (C#),0,1,0,4,4,0,0,0,0,7,32,0,0,0,2,0,0,0,0,78,0,0,0,0,1,0,0,1,0,0,27,1,1,0,0,5,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,3,0,0,2,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,2,47,0,0,0,0,0,8,0,0,0,0,0,0,0,0
FastEndpoints (C#),0,7,0,0,1,0,0,0,0,6,89,0,0,0,1,0,0,0,0,66,0,0,0,0,0,0,0,10,0,0,59,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,1,1,0,0,1,0,1,0,29,0,0,4,0,0,0,0,0,19,25,0,0,0,0,9,0,10,0,0,0,0,0,0,0
Blazorise (C#),0,191,3,2,13,0,0,0,0,40,399,0,0,0,17,0,0,5,0,214,0,0,0,0,53,0,1,13,6,27,228,7,17,4,1,45,6,1,0,0,0,0,9,0,8,0,0,1,19,8,0,1,0,4,2,0,0,0,0,1,0,0,0,0,439,0,0,0,23,0,0,0,1,0,0,5,436,0,1,1,0,1,0,0,27,0,0,0,2,1,0,246,0,0,247,0,7,3,0,21,395,411,0,4,0,0,71,4,124,0,0,0,0,2,1,2
StableSwarmUI (C#),0,4,0,1,2,0,0,0,0,2,11,0,0,0,1,1,0,0,0,17,0,0,0,0,0,0,0,3,0,0,17,1,2,0,0,5,1,0,1,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,2,4,0,0,1,0,0,17,17,0,0,0,0,6,1,3,0,0,0,0,0,0,0
devhome (C#),2,64,4,7,95,0,0,0,0,27,648,0,1,0,39,0,0,6,1,152,0,1,0,0,15,0,0,19,0,4,270,13,47,3,3,14,16,0,38,0,0,0,10,0,14,0,2,1,59,6,0,6,0,19,10,0,0,0,0,1,0,0,4,1,415,0,8,0,24,0,0,0,2,0,0,5,123,0,7,0,0,1,0,7,21,0,0,2,2,0,0,68,0,0,90,0,9,4,0,3,168,219,2,1,0,0,84,21,39,0,0,9,0,4,1,4
Prism (C#),0,86,3,2,7,0,0,0,3,22,613,0,0,0,22,0,0,4,1,266,0,0,0,0,45,0,22,3,0,15,173,4,39,3,0,14,1,2,6,0,0,0,11,0,20,0,7,0,195,197,0,0,0,2,3,0,0,0,1,3,5,0,4,0,388,0,31,0,6,0,0,0,26,0,0,35,834,0,14,1,2,1,0,3,6,0,0,1,0,0,1,32,0,0,87,0,3,2,0,10,68,178,0,1,0,0,100,6,240,0,0,5,0,1,0,0
dotnet-starter-kit (C#),0,1,0,0,2,0,0,0,0,2,42,0,0,0,2,0,0,0,0,26,0,0,0,0,4,0,0,23,2,0,5,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,27,58,0,0,0,0,0,1,2,0,0,0,0,1,0,0
Notepads (C#),1,38,0,6,4,0,0,0,2,3,102,0,0,0,10,0,0,2,0,89,0,4,0,1,0,0,0,2,1,0,60,0,16,2,0,1,1,1,4,0,0,2,3,1,8,0,19,0,28,5,0,2,0,1,2,0,0,1,0,0,0,0,0,0,181,0,22,0,13,0,0,0,8,0,0,0,19,0,3,1,2,2,0,3,3,0,0,1,2,0,2,31,0,0,21,0,4,0,0,3,14,23,0,1,0,0,2,2,8,0,0,4,0,0,0,5
blockchain (C#),0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILSpy (C#),2,151,6,66,135,0,0,0,8,335,985,0,6,4,472,2,0,112,0,1228,0,3,0,2,19,0,30,32,5,7,437,54,438,66,5,43,21,4,37,0,0,0,40,3,186,0,4,19,299,97,0,15,1,36,7,6,0,1,1,21,1,0,10,0,1122,0,55,0,149,0,0,0,338,0,5,400,317,0,31,14,5,15,0,17,550,0,0,3,14,5,1,504,1,4,266,0,33,16,0,11,103,853,20,3,0,0,270,68,308,0,0,47,1,6,2,9
moq (C#),0,22,0,2,4,0,0,0,0,7,99,0,0,0,35,0,0,2,0,245,0,0,0,0,131,0,12,4,0,1,41,3,11,2,0,1,27,1,1,0,0,0,0,0,6,0,0,0,49,10,0,0,0,5,0,0,0,0,0,2,0,0,1,0,109,0,4,0,11,0,0,0,4,0,0,7,801,0,3,0,0,0,0,1,2,0,0,1,1,4,0,20,0,0,12,0,1,1,0,0,2,65,0,0,0,0,10,4,55,0,0,1,0,1,0,0
Tai (C#),0,123,0,1,4,0,0,0,0,146,80,0,0,0,1,0,0,46,0,27,0,0,0,0,0,0,0,11,0,0,83,0,10,1,0,0,0,0,9,0,0,0,4,0,0,0,1,3,193,6,0,1,0,3,2,0,0,6,0,0,0,0,0,0,192,0,2,0,5,0,0,0,73,0,0,98,27,0,1,0,0,0,0,0,3,0,0,0,0,0,0,21,0,0,92,0,6,3,0,0,0,33,2,4,0,0,4,3,5,0,0,0,0,0,0,0
samples (C#),4,277,4,79,76,0,0,0,15,66,1844,1,0,2,190,0,0,4,4,301,0,2,0,4,12,0,103,54,15,27,395,58,524,9,8,12,6,5,41,0,0,0,29,0,108,0,4,10,45,69,0,7,0,26,17,0,0,3,0,0,0,0,4,0,734,0,23,0,461,0,0,0,348,0,0,295,230,3,85,3,2,0,1,12,49,0,0,1,6,3,0,283,0,0,377,0,8,8,0,12,86,688,2,0,0,0,152,30,87,0,1,8,0,7,2,6
language-ext (C#),0,0,0,0,7,0,0,0,0,40,265,0,0,0,18,2,0,7,0,347,0,0,0,0,8,0,0,10,0,0,10,0,1,0,0,5,30,0,0,0,0,0,4,0,17,0,0,0,30,4,0,0,0,2,4,0,0,0,0,1,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,2,609,0,0,0,0,1,0,3,61,0,0,1,6,4,0,9,0,1,7,0,0,8,0,0,11,48,3,0,0,0,0,0,26,0,0,12,0,0,1,0
UIEffect (C#),0,23,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,41,1,2,0,0,7,0,0,0,0,0,0,0,1,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,9,0,0,0,0,0,29,0,0,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,31,0,0,0,0,1,2,1,0,0,0,0,4,0,5,0,0,0,0,0,0,0
1Remote (C#),1,31,2,2,5,0,0,0,2,24,149,0,0,0,9,0,0,8,0,87,0,0,0,0,1,0,2,5,0,1,46,1,56,0,13,9,1,0,4,0,0,0,8,0,6,0,2,0,52,5,0,0,0,1,2,0,0,3,0,0,0,0,4,0,108,0,5,0,11,0,0,0,11,0,0,2,28,0,0,0,1,1,0,2,7,0,0,0,0,0,1,20,0,0,39,0,0,1,0,27,22,78,0,5,0,0,2,4,3,0,0,4,0,3,2,2
AutoMapper (C#),0,33,2,1,0,0,0,0,0,4,142,0,0,0,6,0,0,0,0,60,0,0,0,1,1,0,7,5,0,0,46,1,0,1,0,14,0,0,2,0,0,0,0,0,5,0,0,4,11,10,0,0,0,1,3,0,0,1,0,0,1,0,0,0,50,0,4,0,5,0,0,0,2,0,0,1,247,0,4,0,0,0,0,0,8,0,0,0,0,0,0,27,0,0,21,0,2,0,0,0,1,26,0,0,0,0,16,0,19,0,0,3,0,0,2,3
electrino (C#),0,1,0,0,0,0,0,0,0,28,35,0,0,0,2,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,1,0,0,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,5,2,0,0,0,0,0,0,0
AspNetCoreDiagnosticScenarios (C#),0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0
C-Sharp (C#),0,17,5,0,5,0,0,0,0,6,78,0,0,0,13,0,0,2,0,112,0,1,0,3,6,0,0,5,0,1,22,0,4,2,0,2,1,1,4,0,0,0,2,0,14,0,0,0,3,13,0,1,0,2,0,0,0,2,0,2,0,0,0,0,125,0,14,0,10,0,0,0,0,0,0,4,306,0,8,0,0,0,1,1,8,0,0,0,0,1,0,24,0,0,5,0,1,3,0,0,0,73,0,2,0,0,1,1,29,0,0,0,0,0,9,0
FreeSql (C#),0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
asm-dude (C#),1,37,0,26,21,0,0,0,0,6,118,0,0,1,30,0,0,2,0,136,0,0,0,0,0,0,0,5,0,1,64,1,539,0,7,1,2,0,8,0,0,0,11,0,32,0,0,0,8,1,0,2,3,9,1,0,0,1,1,0,0,0,0,0,247,0,5,0,28,0,0,0,15,0,0,32,50,0,9,4,0,0,0,0,11,0,0,0,4,0,0,5,0,0,295,0,0,2,0,2,28,62,0,0,0,0,37,269,25,0,0,3,0,0,0,0
maui (C#),30,1469,27,77,271,0,0,0,18,316,5404,0,0,10,362,5,0,103,2,3129,0,13,0,12,71,0,90,58,23,32,3078,93,449,39,28,74,51,40,139,4,0,12,176,3,168,0,20,3,2058,274,0,100,2,148,106,4,0,37,0,12,0,0,50,5,5533,0,366,1,315,0,4,0,292,0,3,384,2660,6,208,25,5,7,1,69,101,0,1,18,25,21,6,663,0,0,1258,0,89,36,0,81,748,1673,9,4,0,0,1004,81,468,0,0,37,0,10,8,45
libgit2sharp (C#),0,8,1,21,13,0,0,0,0,102,424,0,1,0,26,0,0,10,0,94,0,1,0,1,4,0,6,10,1,5,288,8,21,0,4,3,9,0,2,0,0,0,19,0,40,0,0,1,74,1,0,1,0,1,2,0,0,0,0,4,0,0,0,0,667,0,0,0,46,2,0,0,29,0,0,60,42,0,0,0,0,1,0,4,10,0,0,0,3,0,0,22,0,0,15,0,0,2,0,3,2,215,1,0,0,0,13,5,11,0,0,1,0,0,2,0
SteamTools (C#),1,15,0,0,6,0,0,0,0,9,109,0,0,0,16,0,0,6,0,58,0,0,0,0,0,0,0,13,0,2,27,0,3,0,0,6,2,0,0,0,0,0,7,0,1,0,0,0,21,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,66,0,4,0,5,0,0,0,1,0,0,2,32,0,1,0,0,1,0,1,6,0,0,0,1,0,0,24,0,0,11,0,1,0,0,1,18,39,1,0,0,0,4,0,11,0,0,2,0,0,0,1
Playnite (C#),0,337,1,17,41,4,0,0,1,97,804,0,10,1,103,0,2,19,0,285,0,7,0,0,3,0,37,7,0,10,214,14,97,4,0,7,17,6,20,0,0,0,29,0,10,0,0,8,119,78,0,9,0,14,10,0,0,0,0,1,0,0,1,0,327,0,25,0,78,0,0,0,319,0,9,247,122,0,64,1,2,3,0,1,7,0,2,9,5,0,0,121,0,0,524,0,3,8,0,82,71,156,3,0,0,0,79,30,16,0,1,4,0,0,0,2
Architecture (C#),0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gsudo (C#),0,7,0,0,3,0,0,0,0,3,28,0,0,0,0,0,0,2,0,17,0,0,0,0,4,0,1,2,1,1,9,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,11,12,0,0,0,0,1,0,3,0,0,0,0,1,0,0
ProxySU (C#),0,19,0,4,0,0,0,0,0,18,66,0,0,0,1,0,0,2,0,33,0,0,0,0,0,0,0,0,0,1,33,0,7,0,0,0,0,0,0,0,0,0,25,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,2,0,0,0,5,0,0,1,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,22,0,0,0,0,3,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
