,entity minimal-entity data-provider boundary,entity boundary,commander boundary degenerate,controller lazy-class data-class small-class,entity commander boundary,data-provider lazy-class degenerate,commander boundary data-class,large-class degenerate,minimal-entity boundary,lazy-class,pure-controller degenerate,entity data-provider boundary lazy-class,commander,data-provider degenerate,entity data-provider boundary,entity boundary small-class,data-provider,entity commander boundary lazy-class,data-provider boundary data-class,boundary small-class,factory pure-controller,entity data-provider data-class small-class,controller data-class small-class,boundary lazy-class data-class,commander data-class,entity data-provider boundary lazy-class degenerate,controller small-class,entity degenerate,entity small-class,data-class small-class,factory degenerate,data-provider small-class,data-provider lazy-class small-class,large-class lazy-class degenerate,boundary controller degenerate,pure-controller degenerate small-class,entity,factory controller degenerate,lazy-class data-class small-class,entity lazy-class degenerate,lazy-class degenerate,boundary controller lazy-class degenerate,commander boundary lazy-class degenerate,boundary large-class degenerate,commander boundary lazy-class,controller lazy-class small-class,controller lazy-class degenerate,commander boundary small-class,entity minimal-entity,boundary large-class,entity data-provider small-class,commander boundary data-class small-class,boundary data-class,entity factory controller small-class,minimal-entity lazy-class,controller data-class,data-provider lazy-class,data-provider boundary degenerate,entity lazy-class small-class,unclassified,factory controller lazy-class degenerate,entity lazy-class,commander degenerate,pure-controller,factory pure-controller degenerate,entity data-class small-class,controller lazy-class,commander lazy-class small-class,entity minimal-entity lazy-class,degenerate,data-provider boundary lazy-class small-class,entity data-class,entity factory controller,factory controller data-class small-class,minimal-entity data-provider boundary,entity boundary data-class,entity factory controller lazy-class degenerate,entity factory controller data-class,factory degenerate small-class,boundary data-class small-class,data-provider boundary lazy-class,factory controller lazy-class data-class small-class,data-provider data-class,commander boundary,entity boundary data-class small-class,boundary controller,factory pure-controller degenerate small-class,entity boundary degenerate,factory controller lazy-class,boundary lazy-class,minimal-entity boundary lazy-class,entity boundary lazy-class,entity factory controller degenerate,controller degenerate,entity boundary lazy-class small-class,data-provider boundary data-class small-class,factory controller,boundary lazy-class data-class small-class,commander boundary large-class,entity data-provider boundary degenerate,factory small-class,entity minimal-entity commander boundary,entity minimal-entity factory controller,entity data-provider,entity factory controller data-class small-class,minimal-entity commander boundary,lazy-class data-class,boundary lazy-class small-class,pure-controller small-class,lazy-class small-class,data-provider data-class small-class,boundary degenerate,entity data-provider boundary data-class,minimal-entity controller,data-provider boundary small-class,entity commander boundary degenerate,minimal-entity,boundary degenerate small-class,entity data-provider boundary small-class,factory pure-controller small-class,boundary,minimal-entity factory controller,empty,minimal-entity data-provider,boundary large-class lazy-class degenerate,commander boundary lazy-class small-class,small-class,data-provider boundary lazy-class degenerate,controller,entity minimal-entity boundary lazy-class,data-provider boundary,entity data-provider boundary data-class small-class,entity commander boundary lazy-class degenerate,factory controller data-class,boundary lazy-class degenerate,entity boundary lazy-class degenerate,entity minimal-entity boundary,entity data-provider factory controller data-class,commander small-class,factory controller small-class,commander lazy-class degenerate,data-provider boundary large-class,data-class,factory,factory controller lazy-class small-class,large-class,commander data-class small-class,degenerate small-class,commander lazy-class
CoreNLP (Java),0,131,6,0,33,1,1,0,1,6,38,0,69,1,6,49,37,0,3,8,1,0,3,0,3,0,24,0,7,1,5,10,1,0,0,88,8,1,0,0,1,0,0,0,0,0,1,52,0,0,0,3,1,7,0,0,3,0,1,295,0,0,1,5,0,0,0,1,0,40,0,0,3,3,0,0,0,0,22,0,0,0,2,85,0,1,6,5,0,2,0,0,0,8,0,2,3,0,0,0,1,0,0,0,0,1,0,0,19,1,2,32,0,0,3,0,0,42,0,0,168,0,539,0,0,0,86,0,22,0,13,0,0,0,2,0,9,0,36,23,0,0,1,0,0,0,1,11,0
error-prone (Java),0,111,15,0,4,0,0,0,0,0,22,0,461,0,2,426,3,0,0,0,0,0,0,0,1,0,17,0,3,0,1,1,0,0,0,88,1,0,0,0,1,0,3,0,0,0,0,7,0,0,0,0,0,2,0,0,1,0,0,56,0,0,6,1,0,0,0,0,0,83,0,0,1,0,0,0,0,0,6,0,0,0,2,18,1,0,1,7,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,73,0,0,6,0,0,121,0,0,81,0,281,0,0,0,32,4,4,0,1,0,0,0,1,0,1,0,140,2,2,0,0,0,0,0,1,108,1
butterknife (Java),0,3,4,0,0,0,0,0,0,0,2,0,0,0,0,1,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,8,0,0,5,0,22,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
PocketHub (Java),0,8,0,0,6,0,0,0,0,0,2,0,4,0,1,19,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,8,0,69,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0
netty-socketio (Java),0,6,0,0,4,0,0,0,0,0,2,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,5,0,29,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
ion (Java),0,6,0,0,1,0,0,0,0,1,2,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,1,11,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,6,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,4,0,0,5,0,40,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0
jOOQ (Java),1,292,1,0,8,8,0,0,10,3,4,1,11,0,16,47,21,0,3,13,0,0,1,0,0,0,1,0,5,0,0,2,26,0,0,20,13,1,0,0,2,0,0,3,0,0,0,32,0,0,0,0,1,11,0,0,0,3,0,164,0,0,2,3,0,0,1,0,0,40,9,0,8,0,0,2,0,0,6,2,1,0,3,25,1,0,0,1,0,3,0,0,0,19,0,10,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,14,1,2,14,0,0,64,0,0,334,1,920,0,0,0,37,1,54,0,22,0,0,0,0,0,9,0,14,19,0,0,0,0,0,0,0,17,0
grpc-java (Java),1,71,3,0,39,3,0,0,0,0,15,0,136,0,6,34,17,0,1,7,0,0,1,0,0,0,3,0,4,0,0,0,1,0,0,36,2,0,0,0,12,0,0,0,0,1,1,31,0,2,0,1,2,13,0,0,0,1,0,112,0,0,3,4,0,0,0,0,0,59,1,0,3,0,0,2,0,0,2,3,0,0,5,175,0,1,3,3,0,1,0,0,0,2,0,15,1,0,0,0,0,1,0,0,0,3,0,0,10,0,7,20,0,0,4,0,0,19,0,0,58,0,326,0,0,0,23,0,8,0,16,0,0,0,2,0,5,0,19,6,0,0,1,0,0,0,1,17,0
PermissionsDispatcher (Java),0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0
Apktool (Java),0,4,1,0,5,0,1,0,1,0,1,0,7,0,1,1,2,0,0,5,0,0,0,0,0,0,2,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,3,0,0,3,0,0,8,0,26,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
otter (Java),0,25,2,0,32,0,0,0,4,2,2,0,52,0,0,13,8,0,0,0,0,0,0,0,0,0,7,0,1,15,0,1,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,81,0,0,0,2,17,0,0,0,1,0,0,76,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,1,4,0,0,13,71,1,0,3,0,0,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,24,0,0,2,0,0,9,0,0,44,0,203,0,0,0,22,0,11,0,0,0,0,0,0,0,6,0,25,1,0,0,34,0,0,0,3,7,0
hellocharts-android (Java),0,2,0,0,1,0,0,0,4,0,0,0,10,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0
closure-compiler (Java),0,62,27,0,44,1,0,0,1,2,7,0,190,0,5,18,13,0,1,12,0,0,0,0,0,0,2,0,1,1,1,5,0,0,0,19,3,0,0,0,4,0,1,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,5,1,0,0,0,0,35,0,0,0,0,0,2,0,0,2,0,2,0,3,131,1,1,0,4,0,0,0,0,0,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,7,1,6,35,0,0,1,14,0,11,0,0,110,0,269,0,0,0,37,1,6,0,12,0,2,0,2,1,4,0,8,3,1,0,2,0,0,1,0,8,0
PowerJob (Java),0,24,1,0,12,0,0,0,0,0,6,0,10,0,0,14,1,0,0,5,0,0,0,0,0,0,5,0,2,0,3,6,1,0,0,22,1,1,0,0,0,0,0,0,0,0,0,11,0,0,0,3,1,6,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,12,0,0,0,1,0,0,0,0,3,1,0,0,0,19,0,0,10,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,5,0,0,11,0,0,9,0,242,0,0,0,15,0,4,0,0,0,0,0,0,0,1,0,7,3,0,0,0,0,0,0,0,16,0
Signal-Android (Java),0,74,10,0,45,14,1,0,1,2,21,0,107,1,22,37,77,0,30,27,0,0,0,0,1,0,27,0,7,3,0,4,1,0,0,45,5,0,0,0,16,0,2,0,2,0,0,57,2,0,0,5,1,6,0,0,1,1,0,216,0,0,5,6,0,1,0,0,0,48,0,0,1,0,0,0,0,0,4,2,0,0,43,163,0,1,0,4,0,0,0,0,0,5,0,43,5,0,0,0,0,0,0,0,0,4,0,0,22,0,87,36,0,0,12,1,0,31,0,2,153,0,568,0,0,0,54,2,18,0,31,0,0,0,1,1,3,0,39,7,2,0,2,0,0,0,2,35,0
grafika (Java),0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
mybatis-3 (Java),0,25,2,0,4,1,0,0,0,0,64,0,78,0,1,19,10,0,4,7,0,0,0,0,1,0,4,0,0,9,2,2,0,0,0,25,1,0,0,0,1,0,0,0,0,0,0,56,0,0,0,0,2,3,0,0,0,0,0,81,0,0,1,1,3,0,0,0,0,9,0,0,0,0,0,0,0,0,2,4,0,0,4,82,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,15,13,0,0,0,0,0,18,0,0,34,0,214,0,0,0,9,0,3,0,1,0,0,0,1,0,2,0,13,2,0,0,59,0,0,1,0,11,0
walle (Java),0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
alluxio (Java),0,118,4,0,55,2,0,0,2,3,20,0,254,2,13,40,85,0,6,8,0,0,0,0,0,0,9,0,6,3,1,2,3,0,0,71,4,0,0,0,3,0,0,1,0,1,1,37,0,0,0,0,4,22,0,0,0,1,0,273,0,0,3,5,0,1,0,0,0,88,1,0,2,0,0,1,0,0,6,5,0,0,19,185,1,1,2,3,0,0,0,0,0,4,0,12,2,1,0,0,0,2,0,0,0,1,0,0,18,0,28,28,0,0,7,0,0,34,0,3,136,0,479,0,0,0,112,0,9,0,22,0,0,0,0,0,6,0,70,10,1,0,24,0,0,0,2,38,0
FrameworkBenchmarks (Java),0,30,0,0,2,0,0,0,0,0,0,0,7,0,0,18,3,0,1,2,0,0,0,0,0,0,5,0,2,2,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,2,0,0,0,0,0,6,0,0,2,0,0,1,0,0,0,0,0,0,0,11,0,0,2,1,0,2,0,0,0,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,20,3,5,4,0,0,2,0,0,16,0,0,11,0,121,0,0,0,11,0,7,0,1,0,0,0,0,0,0,0,2,6,0,0,2,0,0,0,1,6,0
QMUI_Android (Java),0,16,0,0,25,0,0,0,0,0,0,0,80,0,0,10,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,1,0,0,2,29,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,11,0,0,14,0,64,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,5,0
BottomBar (Java),0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberProgressBar (Java),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eureka (Java),0,28,1,0,7,0,0,0,0,0,10,0,23,0,2,17,10,0,0,5,0,0,0,0,0,0,4,0,2,3,0,1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,32,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,5,39,0,0,2,1,0,0,0,0,1,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4,1,0,0,0,0,0,5,0,0,18,0,107,0,0,0,17,0,2,0,4,0,0,0,0,0,4,0,5,5,0,0,0,0,0,0,0,1,0
cachecloud (Java),0,36,0,0,6,0,0,0,0,1,2,0,4,0,0,34,9,0,0,0,0,0,0,0,0,0,2,0,3,1,1,9,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,5,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,1,0,0,0,12,4,0,0,1,0,0,0,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,1,0,0,0,0,57,1,0,0,6,0,0,0,0,1,71,0,206,0,0,0,8,0,6,0,4,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0
javapoet (Java),0,3,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caffeine (Java),0,38,0,0,14,1,0,0,0,0,10,0,41,0,2,45,5,0,0,5,0,0,0,0,0,0,2,1,1,2,0,4,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,60,0,0,0,1,0,0,0,0,0,27,0,0,0,0,0,0,0,0,3,1,0,0,0,42,0,0,2,1,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,0,0,2,0,0,12,0,0,33,0,74,0,0,0,26,0,5,0,3,0,0,0,1,0,0,0,12,1,0,0,3,0,0,0,0,15,0
springBoot (Java),0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,6,1,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,0,0,1,0
AndPermission (Java),0,3,0,0,1,0,0,0,0,0,0,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
RxLifecycle (Java),0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aeron (Java),0,12,0,0,11,0,0,0,0,1,16,0,91,1,7,3,23,0,2,0,0,0,0,0,0,0,2,0,1,0,0,6,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,1,0,0,0,0,0,138,0,0,3,4,0,0,0,0,0,28,0,0,0,0,0,0,0,0,13,0,0,0,3,82,0,0,1,1,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,9,0,0,1,0,0,11,0,0,32,0,299,0,0,0,17,0,3,0,9,0,0,0,0,0,0,0,19,1,1,0,0,0,0,0,1,9,0
banner (Java),0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0
HomeMirror (Java),0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mycat-Server (Java),0,26,1,0,9,2,0,0,3,0,7,0,42,0,3,19,23,0,1,3,0,0,0,0,0,0,6,0,1,6,0,2,1,0,0,36,1,0,0,0,4,0,0,0,0,0,0,24,0,0,0,1,2,2,0,0,3,0,0,148,0,0,4,0,0,1,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,9,47,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,11,11,0,0,0,0,0,14,0,0,51,0,389,0,0,0,27,0,3,0,5,0,0,0,0,0,1,0,10,7,0,0,17,0,0,0,1,20,0
NewPipe (Java),0,9,0,0,19,2,0,0,0,0,1,0,39,0,1,11,4,0,0,4,0,0,2,0,0,0,2,0,1,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,1,2,0,0,7,0,0,36,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,35,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,7,0,0,16,0,100,0,0,0,5,0,2,0,1,0,0,0,0,0,1,0,9,0,0,0,3,0,0,0,1,8,0
JCSprout (Java),0,2,0,0,0,0,0,0,0,0,6,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,32,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,1,7,0
Java (Java),0,16,0,0,6,0,0,0,0,0,32,0,31,0,0,13,2,0,0,1,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,7,1,0,0,1,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,94,0,0,1,0,0,101,0,0,18,0,344,0,0,0,25,0,2,0,0,0,0,0,0,0,1,0,10,1,0,0,1,0,0,0,1,17,0
ARouter (Java),0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
storm (Java),0,20,0,0,19,0,0,0,0,0,2,0,10,0,1,7,7,0,1,0,0,0,0,0,1,0,4,0,2,4,0,2,0,0,0,15,5,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,1,2,0,0,0,0,0,42,0,0,2,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,3,3,0,0,1,33,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,7,0,0,4,0,0,10,0,0,24,0,150,0,0,0,13,0,0,0,2,0,0,0,0,0,4,0,2,1,0,0,4,0,0,0,0,10,0
java-design-patterns (Java),0,38,3,0,18,0,0,0,0,0,41,0,87,0,2,58,2,0,0,11,0,0,1,0,0,0,6,0,4,1,2,14,1,0,0,106,1,0,0,0,1,0,0,0,0,0,0,37,0,0,0,7,0,1,0,0,0,0,0,36,0,0,0,4,0,0,0,1,0,22,0,0,0,0,0,0,0,0,3,0,0,0,1,67,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2,0,0,11,1,31,16,0,0,12,0,0,77,0,1,26,0,320,0,0,0,43,1,1,0,2,0,0,0,0,0,0,0,59,6,0,0,2,0,0,0,4,30,0
