,entity minimal-entity data-provider boundary,entity boundary,commander boundary degenerate,controller lazy-class data-class small-class,entity commander boundary,data-provider lazy-class degenerate,commander boundary data-class,large-class degenerate,minimal-entity boundary,lazy-class,pure-controller degenerate,entity data-provider boundary lazy-class,commander,data-provider degenerate,entity data-provider boundary,entity boundary small-class,data-provider,entity commander boundary lazy-class,data-provider boundary data-class,boundary small-class,factory pure-controller,entity data-provider data-class small-class,controller data-class small-class,boundary lazy-class data-class,commander data-class,entity data-provider boundary lazy-class degenerate,controller small-class,entity degenerate,entity small-class,data-class small-class,factory degenerate,data-provider small-class,data-provider lazy-class small-class,large-class lazy-class degenerate,boundary controller degenerate,pure-controller degenerate small-class,entity,factory controller degenerate,lazy-class data-class small-class,entity lazy-class degenerate,lazy-class degenerate,boundary controller lazy-class degenerate,commander boundary lazy-class degenerate,boundary large-class degenerate,commander boundary lazy-class,controller lazy-class small-class,controller lazy-class degenerate,commander boundary small-class,entity minimal-entity,boundary large-class,entity data-provider small-class,commander boundary data-class small-class,boundary data-class,entity factory controller small-class,minimal-entity lazy-class,controller data-class,data-provider lazy-class,data-provider boundary degenerate,entity lazy-class small-class,unclassified,factory controller lazy-class degenerate,entity lazy-class,commander degenerate,pure-controller,factory pure-controller degenerate,entity data-class small-class,controller lazy-class,commander lazy-class small-class,entity minimal-entity lazy-class,degenerate,data-provider boundary lazy-class small-class,entity data-class,entity factory controller,factory controller data-class small-class,minimal-entity data-provider boundary,entity boundary data-class,entity factory controller lazy-class degenerate,entity factory controller data-class,factory degenerate small-class,boundary data-class small-class,data-provider boundary lazy-class,factory controller lazy-class data-class small-class,data-provider data-class,commander boundary,entity boundary data-class small-class,boundary controller,factory pure-controller degenerate small-class,entity boundary degenerate,factory controller lazy-class,boundary lazy-class,minimal-entity boundary lazy-class,entity boundary lazy-class,entity factory controller degenerate,controller degenerate,entity boundary lazy-class small-class,data-provider boundary data-class small-class,factory controller,boundary lazy-class data-class small-class,commander boundary large-class,entity data-provider boundary degenerate,factory small-class,entity minimal-entity commander boundary,entity minimal-entity factory controller,entity data-provider,entity factory controller data-class small-class,minimal-entity commander boundary,lazy-class data-class,boundary lazy-class small-class,pure-controller small-class,lazy-class small-class,data-provider data-class small-class,boundary degenerate,entity data-provider boundary data-class,minimal-entity controller,data-provider boundary small-class,entity commander boundary degenerate,minimal-entity,boundary degenerate small-class,entity data-provider boundary small-class,factory pure-controller small-class,boundary,minimal-entity factory controller,empty,minimal-entity data-provider,boundary large-class lazy-class degenerate,commander boundary lazy-class small-class,small-class,data-provider boundary lazy-class degenerate,controller,entity minimal-entity boundary lazy-class,data-provider boundary,entity data-provider boundary data-class small-class,entity commander boundary lazy-class degenerate,factory controller data-class,boundary lazy-class degenerate,entity boundary lazy-class degenerate,entity minimal-entity boundary,entity data-provider factory controller data-class,commander small-class,factory controller small-class,commander lazy-class degenerate,data-provider boundary large-class,data-class,factory,factory controller lazy-class small-class,large-class,commander data-class small-class,degenerate small-class,commander lazy-class
litho (Java),0,33,1,0,9,0,0,0,1,1,5,0,45,0,6,10,9,0,2,7,0,0,1,0,0,0,6,0,1,1,0,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,1,0,0,0,0,1,0,50,0,0,0,1,0,0,0,0,0,27,0,0,0,0,0,0,0,0,2,2,0,0,3,76,0,0,1,3,0,5,0,0,0,5,0,5,0,0,0,0,0,2,0,0,0,0,0,0,6,0,30,10,0,0,8,0,0,29,0,0,31,0,629,0,0,0,31,0,19,0,11,0,0,0,0,0,1,0,21,7,0,0,2,0,0,0,2,22,0
vhr (Java),0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,28,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,4,0
keycloak (Java),1,306,5,0,63,65,0,0,4,26,61,0,328,1,15,113,75,0,20,5,0,0,2,0,0,0,35,0,18,14,1,5,12,0,0,92,13,4,0,0,167,0,1,0,0,0,0,89,2,0,0,1,49,15,0,0,16,0,0,653,0,0,14,6,0,0,0,0,0,275,17,0,5,0,1,1,0,0,27,22,12,0,30,327,2,1,8,7,0,11,0,0,1,22,0,69,5,0,0,0,0,2,0,0,0,4,0,0,18,32,72,69,1,0,8,0,0,98,0,2,368,0,1177,0,1,0,232,6,22,1,34,0,0,0,42,1,17,0,117,21,0,0,170,0,0,0,0,97,0
cas (Java),0,341,2,0,79,1,1,0,0,2,82,0,50,2,6,425,10,0,0,46,0,0,3,0,0,1,51,1,42,4,18,5,7,0,0,501,24,1,1,0,3,0,0,0,0,0,1,656,0,0,1,2,2,70,0,0,1,2,0,187,1,0,1,26,11,0,0,0,0,196,3,0,2,3,0,0,0,0,45,4,0,0,0,322,2,2,43,22,0,1,0,0,0,18,0,7,4,0,0,0,1,0,0,0,0,0,0,0,85,2,18,61,0,0,20,0,0,235,0,1,147,0,1934,0,0,0,190,3,47,0,10,0,0,0,3,0,0,0,125,42,0,0,2,0,1,0,1,135,1
MagicIndicator (Java),0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
debezium (Java),0,74,7,0,26,3,0,0,0,3,24,0,123,0,15,52,52,0,7,3,0,0,0,0,0,0,18,1,5,4,7,3,0,0,0,29,4,0,0,0,3,0,0,1,0,0,3,39,0,0,0,1,2,7,0,0,0,0,0,139,0,0,5,1,0,0,0,0,0,55,0,0,0,0,0,1,0,0,41,3,2,0,10,168,0,1,3,3,0,0,0,0,0,7,0,8,2,0,1,0,0,0,0,0,0,1,0,0,3,1,14,43,0,0,6,0,0,47,0,0,120,0,461,0,0,0,46,2,7,0,19,0,0,0,4,1,3,0,25,16,0,0,4,0,0,0,2,46,0
from-java-to-kotlin (Java),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eladmin (Java),0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,5,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,18,0,0,0,0,0,2,0,0,0,1,6,0,0,2,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,1,0,0,2,0,0,13,0,151,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
algs4 (Java),0,7,0,0,0,0,0,0,0,0,0,0,4,0,6,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,66,0,0,0,8,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
selenium (Java),0,63,1,0,13,2,0,0,0,5,29,0,68,0,10,36,33,0,10,3,0,0,0,0,0,0,12,0,11,0,2,2,1,0,0,29,5,1,0,0,1,0,0,0,0,0,1,25,0,0,0,0,7,27,0,0,0,0,1,74,0,0,1,2,0,0,0,0,0,54,0,0,0,0,0,0,0,0,7,2,0,0,11,99,0,0,2,6,0,1,0,0,0,6,0,11,2,0,0,0,0,0,0,0,0,0,0,0,8,0,36,34,0,0,14,0,0,29,0,4,73,0,369,0,0,0,24,0,17,0,22,0,0,0,1,0,1,0,11,22,0,0,7,0,0,0,1,15,0
AndroidSwipeLayout (Java),0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JustAuth (Java),0,5,0,0,1,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,2,0,0,31,0,52,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
litemall (Java),0,52,0,0,4,0,0,0,1,0,0,0,9,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,1,4,3,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,1,20,0,61,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,15,2,0,0,17,0,0,0,0,0,0
Hystrix (Java),0,27,1,0,6,1,0,0,0,1,9,0,14,0,3,9,10,0,6,1,0,0,0,0,0,0,3,0,0,1,4,6,0,0,0,10,2,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,19,0,0,2,1,0,0,0,0,0,17,0,0,1,0,0,0,0,0,1,0,0,0,7,29,0,0,1,0,0,0,0,0,1,5,0,13,3,0,0,0,0,0,0,0,0,0,0,0,2,7,2,6,0,0,1,0,0,6,0,0,14,0,96,0,0,0,12,0,3,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0
android-async-http (Java),0,6,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,7,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0
shardingsphere (Java),0,3,0,0,0,1,0,0,0,0,8,0,20,0,0,10,0,0,0,7,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,2,0,0,0,0,21,0,0,4,8,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2,18,0,0,1,0,0,38,0,0,12,0,130,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,27,0
GitHub-Chinese-Top-Charts (Java),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
languagetool (Java),0,21,1,0,15,64,0,0,2,3,15,0,88,2,6,61,52,0,3,4,1,0,0,0,0,0,19,0,2,1,1,10,7,0,0,149,2,4,0,0,21,0,0,6,0,1,0,42,0,0,0,1,0,8,0,0,7,0,0,205,0,0,4,0,0,0,1,0,0,129,0,0,1,0,0,0,0,0,0,0,0,0,12,74,1,0,6,7,0,1,0,1,0,21,0,3,1,0,0,0,0,1,0,0,0,0,0,0,13,2,12,39,0,0,2,0,0,29,0,1,69,0,250,0,0,0,117,0,28,0,7,0,0,0,8,1,1,0,102,12,0,0,5,0,1,1,0,82,0
trino (Java),0,476,65,0,164,3,0,0,5,6,94,0,547,1,113,308,302,1,70,53,0,0,2,0,1,0,123,1,48,11,2,8,5,0,0,405,23,3,0,0,16,0,3,4,0,5,12,192,0,0,0,2,4,123,0,0,5,8,0,804,0,0,5,27,0,0,0,0,0,268,2,0,6,4,0,3,0,0,46,13,3,0,56,388,0,1,21,31,0,3,0,0,0,28,0,179,8,0,0,1,0,0,0,0,0,0,0,1,77,75,68,306,1,0,58,3,0,528,0,1,501,0,1657,0,0,0,481,4,61,0,491,0,1,0,8,3,9,0,114,89,0,0,12,0,0,0,6,146,0
Leaf (Java),0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0
HikariCP (Java),0,1,0,0,2,0,0,0,0,0,8,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,5,0,12,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,3,2,0,0,1,0,0,0,1,1,0
AgentWeb (Java),0,3,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,33,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
PojavLauncher (Java),0,1,0,0,5,0,0,0,0,1,0,0,37,0,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,23,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,3,0,0,9,0,0,11,0,107,0,0,0,4,0,1,0,2,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,1,3,0
glide-transformations (Java),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atlas (Java),0,10,0,0,2,0,0,0,0,0,1,0,10,0,3,8,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,1,0,1,8,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,9,0,0,5,0,159,0,0,0,10,0,1,0,3,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,2,3,0
jvm-sandbox (Java),0,8,1,0,2,0,0,0,0,0,2,0,9,0,0,3,2,0,1,2,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,2,7,0,0,1,0,0,4,0,0,19,0,96,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,7,0
datahub (Java),0,89,2,0,25,2,0,0,3,3,15,0,16,0,2,142,2,0,5,15,0,0,0,1,0,0,41,0,11,4,2,5,3,0,0,94,12,4,0,0,7,0,0,0,0,0,1,24,1,0,0,0,2,33,0,0,0,0,0,133,0,0,0,42,0,0,0,0,0,50,1,0,3,1,0,1,0,0,39,2,0,0,5,79,0,1,101,43,0,3,0,0,0,21,0,15,15,0,0,0,0,1,0,0,0,0,1,0,19,1,24,26,0,0,20,0,0,35,0,3,94,0,465,0,0,0,55,0,40,0,15,0,0,0,5,1,2,0,18,58,0,0,0,0,0,0,2,21,0
Android-PickerView (Java),0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0
Ehviewer_CN_SXJ (Java),0,16,0,0,14,0,0,0,1,4,10,0,55,0,0,9,2,0,0,2,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,50,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,52,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,5,0,2,1,0,0,0,0,0,1,0,1,24,0,96,0,0,0,9,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,5,0,0,0,0,2,0
react-native-image-picker (Java),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jedis (Java),0,17,1,0,2,0,0,0,0,0,1,0,97,0,0,17,14,0,4,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,18,95,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,0,0,0,1,0,18,0,0,14,0,162,0,0,0,9,0,5,0,4,0,0,0,0,0,0,0,18,0,0,0,6,0,0,0,1,10,0
rest-assured (Java),0,12,11,0,0,0,0,0,1,1,8,0,9,0,2,7,12,0,0,2,0,0,0,0,0,0,4,0,1,1,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,1,0,0,0,0,0,29,0,0,0,3,0,0,0,0,0,21,0,0,1,0,0,0,0,0,7,4,0,0,0,9,0,0,3,2,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,63,0,0,2,0,0,35,0,0,19,0,121,0,0,0,4,0,5,0,8,0,0,0,0,0,2,0,4,2,0,0,4,0,0,0,0,3,0
material-theme-jetbrains (Java),0,6,5,0,2,0,0,0,0,2,1,0,3,0,1,2,0,0,1,1,0,0,0,0,0,0,6,0,0,0,19,0,1,0,0,15,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,0,0,3,0,0,86,0,0,9,0,34,0,0,0,4,5,2,0,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,0,13,0
flowable-engine (Java),0,315,3,0,98,2,0,0,20,9,72,0,203,0,6,256,18,0,8,15,0,0,0,0,0,0,102,0,5,28,6,15,11,1,0,340,4,5,0,0,34,0,0,0,0,0,3,346,0,0,0,10,43,22,0,0,3,0,0,526,0,0,18,16,2,1,0,2,0,114,0,0,2,0,0,2,0,0,27,15,1,0,16,546,0,0,13,7,0,2,0,0,0,28,0,15,6,0,0,0,0,2,1,0,0,3,0,0,55,13,68,43,0,0,30,0,0,90,0,9,319,0,1175,0,0,1,156,1,40,0,10,0,0,0,5,1,39,0,89,38,1,0,218,0,0,1,1,101,2
halo (Java),0,74,1,0,8,0,0,0,0,0,10,0,25,0,3,85,1,0,2,6,0,0,0,0,0,0,18,0,5,2,1,2,0,0,0,48,5,0,0,0,0,0,0,0,0,1,0,39,0,0,0,1,0,1,0,0,1,1,0,53,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,2,0,0,1,58,0,0,1,0,0,0,0,0,0,7,0,12,0,1,0,0,0,0,0,0,0,2,0,0,3,1,2,12,0,0,5,0,0,17,0,0,48,0,338,0,0,0,19,0,11,0,2,0,0,0,0,0,1,0,21,3,0,0,0,0,0,0,1,15,0
springboot-learning-example (Java),0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,1,6,0,17,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,6,0
lottie-android (Java),0,7,0,0,2,0,0,0,0,0,0,0,13,0,0,5,7,0,3,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,2,14,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,6,0,0,7,0,69,0,0,0,3,0,0,0,13,0,0,0,0,0,1,0,2,11,0,0,1,0,0,0,0,0,0
SwipeBackLayout (Java),0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zookeeper (Java),0,26,2,0,16,3,0,0,0,0,14,0,144,0,0,17,14,0,2,1,0,0,0,0,1,0,4,0,2,5,0,0,0,0,0,28,1,0,0,0,2,0,0,0,0,0,0,43,0,0,0,1,0,0,0,0,0,0,0,132,0,0,1,1,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,1,0,0,2,81,1,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1,9,15,0,0,0,0,0,11,0,0,47,0,194,0,0,0,30,0,5,0,4,0,0,0,0,0,1,0,39,1,0,0,0,0,0,0,1,18,0
MPAndroidChart (Java),0,5,4,0,3,0,0,0,1,1,1,0,13,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,41,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,8,0,0,0,0,0,1,0,0,15,0,42,0,0,0,13,0,1,0,1,0,0,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0
