,entity minimal-entity data-provider boundary,entity boundary,commander boundary degenerate,controller lazy-class data-class small-class,entity commander boundary,data-provider lazy-class degenerate,commander boundary data-class,large-class degenerate,minimal-entity boundary,lazy-class,pure-controller degenerate,entity data-provider boundary lazy-class,commander,data-provider degenerate,entity data-provider boundary,entity boundary small-class,data-provider,entity commander boundary lazy-class,data-provider boundary data-class,boundary small-class,factory pure-controller,entity data-provider data-class small-class,controller data-class small-class,boundary lazy-class data-class,commander data-class,entity data-provider boundary lazy-class degenerate,controller small-class,entity degenerate,entity small-class,data-class small-class,factory degenerate,data-provider small-class,data-provider lazy-class small-class,large-class lazy-class degenerate,boundary controller degenerate,pure-controller degenerate small-class,entity,factory controller degenerate,lazy-class data-class small-class,entity lazy-class degenerate,lazy-class degenerate,boundary controller lazy-class degenerate,commander boundary lazy-class degenerate,boundary large-class degenerate,commander boundary lazy-class,controller lazy-class small-class,controller lazy-class degenerate,commander boundary small-class,entity minimal-entity,boundary large-class,entity data-provider small-class,commander boundary data-class small-class,boundary data-class,entity factory controller small-class,minimal-entity lazy-class,controller data-class,data-provider lazy-class,data-provider boundary degenerate,entity lazy-class small-class,unclassified,factory controller lazy-class degenerate,entity lazy-class,commander degenerate,pure-controller,factory pure-controller degenerate,entity data-class small-class,controller lazy-class,commander lazy-class small-class,entity minimal-entity lazy-class,degenerate,data-provider boundary lazy-class small-class,entity data-class,entity factory controller,factory controller data-class small-class,minimal-entity data-provider boundary,entity boundary data-class,entity factory controller lazy-class degenerate,entity factory controller data-class,factory degenerate small-class,boundary data-class small-class,data-provider boundary lazy-class,factory controller lazy-class data-class small-class,data-provider data-class,commander boundary,entity boundary data-class small-class,boundary controller,factory pure-controller degenerate small-class,entity boundary degenerate,factory controller lazy-class,boundary lazy-class,minimal-entity boundary lazy-class,entity boundary lazy-class,entity factory controller degenerate,controller degenerate,entity boundary lazy-class small-class,data-provider boundary data-class small-class,factory controller,boundary lazy-class data-class small-class,commander boundary large-class,entity data-provider boundary degenerate,factory small-class,entity minimal-entity commander boundary,entity minimal-entity factory controller,entity data-provider,entity factory controller data-class small-class,minimal-entity commander boundary,lazy-class data-class,boundary lazy-class small-class,pure-controller small-class,lazy-class small-class,data-provider data-class small-class,boundary degenerate,entity data-provider boundary data-class,minimal-entity controller,data-provider boundary small-class,entity commander boundary degenerate,minimal-entity,boundary degenerate small-class,entity data-provider boundary small-class,factory pure-controller small-class,boundary,minimal-entity factory controller,empty,minimal-entity data-provider,boundary large-class lazy-class degenerate,commander boundary lazy-class small-class,small-class,data-provider boundary lazy-class degenerate,controller,entity minimal-entity boundary lazy-class,data-provider boundary,entity data-provider boundary data-class small-class,entity commander boundary lazy-class degenerate,factory controller data-class,boundary lazy-class degenerate,entity boundary lazy-class degenerate,entity minimal-entity boundary,entity data-provider factory controller data-class,commander small-class,factory controller small-class,commander lazy-class degenerate,data-provider boundary large-class,data-class,factory,factory controller lazy-class small-class,large-class,commander data-class small-class,degenerate small-class,commander lazy-class
TranslucentTB (C++),0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,6,0,0,7,0,17,0,0,0,2,0,0,0,5,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0
arduino-esp32 (C++),0,16,3,0,1,0,0,0,0,1,0,0,10,0,2,3,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,1,0,0,25,0,40,0,0,0,1,0,0,0,7,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,4,0
retdec (C++),0,60,8,0,13,3,0,1,4,9,8,1,24,1,25,20,107,0,5,12,0,0,0,0,0,0,9,0,0,8,0,42,0,0,0,78,0,0,0,0,11,0,0,0,1,0,2,12,0,0,0,9,0,0,0,1,0,1,0,133,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,3,0,0,0,11,0,0,3,52,0,0,1,3,0,3,0,0,0,16,0,9,0,0,0,0,0,0,0,0,0,3,0,0,1,0,19,25,0,0,49,0,0,104,0,0,117,0,1512,0,0,0,24,1,2,0,107,0,0,0,1,0,2,0,42,0,1,0,10,0,0,0,23,20,0
EasyPR (C++),0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0
protobuf (C++),0,30,3,0,4,0,0,0,0,2,24,0,8,0,4,27,19,0,4,42,0,0,0,0,1,0,7,0,1,6,0,8,0,0,0,37,1,0,0,0,4,0,0,0,0,0,0,20,0,0,0,2,1,0,0,0,0,3,0,104,0,0,0,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,32,1,0,0,1,0,1,0,1,0,15,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,19,0,0,24,0,0,35,0,0,87,0,582,0,0,0,17,1,10,0,47,0,0,0,4,0,3,0,12,1,0,0,1,0,0,0,2,15,0
cryptopp (C++),0,10,6,0,0,2,0,0,1,0,4,0,9,2,10,3,19,0,2,3,0,0,0,0,0,0,0,0,0,3,0,5,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,53,0,0,4,0,0,0,0,2,0,25,1,0,0,0,0,0,0,0,6,5,1,0,0,11,0,0,0,1,0,3,0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,0,7,0,0,72,0,0,24,0,324,0,0,0,8,6,0,0,26,0,0,0,2,1,0,0,16,3,0,0,0,0,0,0,0,19,2
ZLMediaKit (C++),0,31,1,0,20,1,0,0,2,2,1,0,18,0,0,13,24,0,0,2,0,0,0,0,0,0,2,0,0,1,0,11,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,56,0,0,1,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,2,36,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,4,0,0,8,0,0,5,0,0,32,0,83,0,0,0,28,0,1,0,10,0,0,0,2,0,1,0,7,0,0,0,0,0,0,0,0,15,0
BackgroundMusic (C++),0,16,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,0,11,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sigil (C++),0,15,0,0,6,0,0,0,1,0,3,0,16,0,0,12,0,0,1,2,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,7,0,0,0,1,1,3,0,0,0,0,0,34,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,65,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,2,0,0,8,0,0,7,0,0,32,0,198,0,0,0,7,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,5,0
yoga (C++),0,7,0,0,22,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,9,0,0,4,0,184,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0
cocos2d-x (C++),1,115,5,0,88,0,0,0,2,7,9,0,200,6,7,158,14,0,2,4,0,0,0,0,0,0,9,0,18,0,1,2,0,0,0,12,6,1,0,0,4,0,1,0,2,0,0,30,0,1,0,1,4,0,0,0,0,52,0,274,0,0,146,0,0,0,0,2,0,106,0,0,0,0,0,0,0,0,0,1,0,0,3,129,0,0,1,1,0,3,0,1,1,2,0,6,1,0,0,0,0,5,0,0,0,1,0,0,1,0,4,19,0,0,10,0,0,28,0,0,176,0,278,0,0,0,80,0,5,0,25,0,0,0,1,0,18,0,183,4,10,0,11,0,0,1,2,228,3
modern-cpp-tutorial (C++),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
brpc (C++),0,61,3,0,5,0,0,0,0,1,17,1,20,0,5,21,32,0,1,34,0,0,1,0,2,0,2,0,0,8,0,21,1,0,0,54,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,136,0,0,1,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,4,0,0,1,17,2,0,0,1,0,0,0,0,0,3,0,7,0,0,0,0,0,1,0,0,0,0,0,0,12,0,11,11,0,0,14,0,0,90,0,0,79,0,799,0,0,0,55,0,0,1,26,0,0,0,1,0,5,0,45,1,0,0,7,0,0,0,14,69,0
gnuradio (C++),0,48,2,0,12,4,0,0,0,4,1,2,53,4,3,59,30,0,2,2,0,0,0,0,2,2,14,0,0,3,0,2,2,0,0,27,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,1,5,0,0,0,2,0,0,233,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,1,12,3,0,5,21,1,0,0,0,0,3,0,1,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,41,0,0,498,0,0,59,0,82,0,0,0,49,0,3,0,17,0,0,0,0,0,3,0,4,0,0,0,9,0,0,0,0,13,1
magnum (C++),0,45,1,0,5,0,1,0,0,4,51,0,5,0,14,6,6,0,11,21,0,0,1,0,1,1,0,0,0,4,0,0,1,0,0,46,0,0,0,0,3,0,0,0,0,0,4,7,0,0,0,3,2,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,129,3,0,0,0,0,4,0,0,0,2,5,0,1,35,0,0,0,2,0,2,0,1,0,22,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,56,0,0,5,0,1,43,0,0,52,0,953,0,0,0,3,3,0,0,83,0,0,0,4,0,3,0,4,0,0,0,1,0,0,0,3,37,0
LANDrop (C++),0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
notepad-- (C++),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
annoy (C++),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DearPyGui (C++),0,32,0,0,5,0,0,0,0,2,0,0,6,0,1,1,5,0,0,8,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,0,2,0,0,61,0,140,0,0,0,1,0,0,0,7,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,4,0
gemma.cpp (C++),0,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,30,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
mold (C++),0,77,1,0,12,0,1,0,1,0,4,0,40,0,5,30,29,0,0,92,0,0,0,0,4,0,6,0,2,10,0,14,0,0,0,62,0,0,0,0,1,0,0,0,1,0,9,40,0,0,0,17,5,0,0,0,2,1,0,84,0,0,2,0,0,0,0,3,0,16,0,0,0,0,0,3,0,0,2,13,0,0,1,29,0,0,0,1,0,3,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,20,3,20,7,0,0,30,0,0,134,0,0,70,0,1015,0,0,1,93,1,4,0,24,0,0,0,0,1,1,0,31,3,0,0,3,0,0,0,26,64,0
dxvk (C++),0,57,0,0,9,0,0,0,0,0,1,0,6,0,12,11,27,0,2,2,0,0,0,0,0,0,3,0,1,3,0,16,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,0,30,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,7,0,0,16,1,0,4,0,0,41,0,450,0,0,0,19,0,0,0,43,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,1,2,0
ncnn (C++),0,44,0,0,3,0,0,0,0,2,380,0,3,1,22,8,16,0,0,3,0,0,0,0,0,0,55,0,0,1,0,8,0,0,0,38,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,0,0,42,0,0,32,0,0,26,0,232,0,0,0,52,0,7,0,36,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,260,0
AI-on-the-edge-device (C++),0,1,0,0,1,0,0,0,0,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiny-dnn (C++),0,14,2,0,8,1,0,0,0,1,0,1,16,1,12,5,21,0,2,20,0,0,0,0,0,0,7,0,0,2,0,17,1,0,0,23,0,0,1,0,1,0,0,0,0,0,1,8,0,0,0,2,0,0,0,0,0,2,0,33,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,2,0,0,0,5,0,0,0,12,0,0,0,1,0,3,0,0,0,4,0,13,0,0,0,2,0,0,0,0,0,0,0,0,4,0,4,6,0,0,34,0,0,51,0,0,36,0,548,0,0,0,12,3,4,0,42,0,0,0,1,0,5,0,4,0,0,0,0,0,0,0,1,16,0
ledger (C++),0,12,1,0,4,0,0,0,0,0,0,0,12,0,0,4,4,0,0,1,0,0,0,0,1,0,1,0,0,1,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,6,0,0,11,0,38,0,0,0,2,0,1,0,10,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,2,1
cutter (C++),0,12,2,0,11,0,0,0,0,1,1,0,15,0,4,5,5,0,0,0,0,0,0,0,0,0,14,0,0,1,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,2,0,0,5,0,0,5,0,0,16,0,104,0,0,0,8,0,2,0,21,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,1,0
ORB_SLAM3 (C++),0,23,3,0,4,0,0,0,0,2,0,0,2,0,1,2,8,1,4,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,16,0,0,3,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,6,0,0,2,0,0,25,0,93,0,0,0,3,0,1,0,12,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,1,7,0
AliSQL (C++),1,342,4,0,57,1,4,0,1,20,9,0,97,1,34,50,30,0,8,20,0,0,0,1,0,0,13,0,0,10,0,23,1,0,0,45,0,0,0,0,2,0,1,0,0,0,1,51,0,0,0,14,9,0,0,0,0,4,0,283,0,0,2,4,0,0,0,3,0,42,0,0,0,1,0,1,0,0,154,19,2,0,1,91,1,0,28,25,0,3,0,1,1,5,1,9,0,0,0,1,0,0,0,0,0,2,0,0,8,9,7,56,0,0,49,2,0,64,0,0,293,0,3135,0,0,0,82,4,5,0,86,0,0,0,7,2,10,0,84,13,1,0,2,0,0,0,14,52,0
hyperscan (C++),0,25,0,0,1,0,0,0,1,0,0,0,7,1,5,9,43,0,0,69,0,0,1,0,0,0,5,0,0,1,0,23,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,1,1,0,0,0,0,0,0,35,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,36,0,0,28,0,0,29,0,784,0,0,0,13,0,2,0,52,0,0,0,2,0,1,0,15,12,0,0,0,0,0,0,3,2,0
electron (C++),0,25,2,0,14,1,0,0,1,1,5,0,14,0,6,5,5,0,0,1,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,22,0,0,0,0,2,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,26,0,0,4,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,14,0,0,3,0,0,26,0,0,42,0,282,0,0,0,10,1,4,0,4,0,0,0,4,1,1,0,3,1,0,0,1,0,0,0,0,3,1
gameplay (C++),0,8,0,0,2,0,0,0,0,1,0,0,24,0,1,5,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,0,35,0,34,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,2,0
Cpp-Primer (C++),0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,0,0,3,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,2,0,0,6,0,22,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,6,0
CLRS (C++),0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magic_enum (C++),0,6,0,0,5,0,0,0,0,0,0,0,3,0,2,5,12,0,0,9,0,0,0,0,0,0,0,0,0,6,0,11,2,0,0,3,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,5,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,20,0,0,23,1,0,8,0,181,0,0,0,15,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0
noMeiryoUI (C++),0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mace (C++),0,49,0,0,3,0,0,0,0,1,2,0,4,0,5,154,2,0,3,3,0,0,0,0,0,0,16,0,1,1,0,6,0,0,0,48,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,1,1,0,0,0,1,0,0,33,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,3,0,0,2,0,0,18,0,0,18,0,289,0,0,0,25,2,1,0,10,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,2,1,0
SPTAG (C++),0,15,0,0,2,0,0,0,0,0,0,0,3,0,4,1,2,0,2,2,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,4,0,0,4,0,0,16,0,33,0,0,0,1,0,0,0,8,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
tensorrtx (C++),0,2,0,0,0,0,1,0,0,2,0,0,3,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,23,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0
nghttp2 (C++),0,9,0,0,1,0,1,0,0,0,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,19,0,132,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
