,void-accessor controller,set collaborator,predicate set collaborator,property,property non-void-command factory collaborator,factory incidental,property command factory collaborator,get predicate controller,get set factory collaborator,property wrapper,constructor,get set factory,property non-void-command factory,get property,predicate non-void-command collaborator,get property factory wrapper,property set factory,predicate wrapper,get factory collaborator,wrapper stateless,get factory controller,void-accessor command,get predicate set,factory collaborator,get non-void-command collaborator,set factory,stateless,copy-constructor,get non-void-command,get set collaborator,command,property factory collaborator,incidental,predicate collaborator,destructor,property set collaborator,property factory wrapper,property set factory collaborator,non-void-command factory collaborator,get property set factory collaborator,get predicate set collaborator,void-accessor,predicate non-void-command,get property controller,property collaborator,get void-accessor collaborator,get non-void-command factory collaborator,property set,wrapper,collaborator stateless,get factory,unclassified,get predicate collaborator,factory controller stateless,factory wrapper stateless,get property factory collaborator,get void-accessor command collaborator,set factory collaborator,get predicate wrapper,get wrapper,get controller,get property non-void-command factory,void-accessor set collaborator,get predicate non-void-command,command collaborator,command empty,void-accessor command collaborator,get command collaborator,property non-void-command,get factory wrapper,get predicate non-void-command collaborator,get property command collaborator,get,get void-accessor controller,property factory,get collaborator,controller stateless,get predicate,factory collaborator stateless,get property collaborator,get property non-void-command,get property wrapper,void-accessor set,factory controller,property controller,get command,get property set,void-accessor wrapper,property factory controller,void-accessor collaborator,get property set collaborator,collaborator incidental,get property factory,get property factory controller,set,get property set factory,collaborator,get property non-void-command collaborator,get void-accessor,non-void-command,non-void-command collaborator,property non-void-command collaborator,get property non-void-command factory collaborator,predicate set,get non-void-command factory,property command collaborator,empty,predicate,controller,factory stateless,non-void-command factory,predicate controller,factory,get set,factory wrapper,factory collaborator incidental
hellocharts-android (Java),0,32,0,11,0,0,0,0,0,6,99,0,0,0,17,0,0,1,0,5,0,0,0,0,1,0,0,17,39,15,109,0,1,0,0,0,0,0,2,0,0,0,19,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,41,0,0,0,102,0,0,54,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,17,0,0,0,0,26,8,19,0,0,8,0,52,0,0
closure-compiler (Java),1,234,9,36,222,0,0,1,3,110,962,0,1,2,344,5,0,34,0,4182,0,7,0,0,41,0,17,19,81,25,10738,32,223,3,0,22,22,9,91,1,0,0,391,2,100,0,1,7,332,32,0,0,0,35,18,0,0,4,0,12,4,3,0,1,4279,0,11,0,235,3,0,0,207,0,5,222,1214,0,151,1,6,1,1,19,99,0,0,0,26,0,0,128,1,1,780,0,0,30,0,0,3,1528,9,2,0,0,55,175,226,0,1,55,1,36,2,5
PowerJob (Java),0,21,0,4,29,0,0,0,0,14,107,0,0,1,20,0,0,4,0,60,0,0,0,0,3,0,0,2,0,1,99,3,19,1,0,1,0,1,15,0,0,0,13,0,0,0,0,0,5,0,0,2,0,39,5,0,0,0,0,0,0,0,0,0,207,0,1,1,33,0,0,0,16,0,0,11,96,0,14,1,2,0,0,1,14,0,0,0,5,0,0,19,0,0,4,0,0,1,0,0,0,201,0,0,0,0,24,3,8,0,0,3,0,1,0,0
Signal-Android (Java),1,243,3,41,187,0,0,3,3,271,2051,0,4,2,190,0,0,89,3,810,0,3,0,0,51,0,30,14,16,5,1590,61,309,2,0,10,24,0,87,0,0,0,352,2,27,0,0,12,331,26,0,0,0,61,24,0,0,0,0,2,3,0,0,0,1931,0,3,0,433,0,2,0,804,0,4,825,663,0,29,0,10,1,0,20,153,0,0,0,41,0,0,247,0,0,197,0,0,10,0,1,0,980,1,3,0,0,193,125,298,1,0,47,0,4,1,1
grafika (Java),0,15,1,4,1,0,0,0,0,4,24,0,0,2,4,0,0,1,0,3,0,0,0,0,1,0,0,0,1,0,81,0,4,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,1,0,0,0,14,0,0,6,7,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,5,0,0,0,0,11,0,16,0,0,0,0,0,0,0
mybatis-3 (Java),0,173,0,25,22,0,0,0,0,20,439,0,0,0,53,0,0,0,1,138,0,0,0,0,10,0,7,4,5,4,642,12,51,0,0,0,2,1,18,0,0,0,50,0,0,0,0,1,13,13,0,1,0,28,11,0,0,0,0,0,0,0,0,0,964,0,0,0,141,0,0,0,756,0,1,272,584,0,15,0,1,0,0,4,16,0,0,0,2,0,0,54,0,0,689,0,1,3,0,0,1,435,0,0,0,0,68,8,57,0,0,8,0,9,0,0
walle (Java),0,2,0,0,2,0,0,0,0,0,34,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,10,0,0,0,16,0,0,0,14,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,2,0,0,0,0,0,6,0,0,0,0,0,0,0
alluxio (Java),0,173,4,61,329,0,0,1,0,296,1724,0,1,1,317,0,0,52,0,440,0,0,0,1,49,0,47,55,16,107,2914,36,299,7,0,42,42,3,134,0,0,0,301,1,7,0,1,24,127,87,0,1,4,52,24,0,0,0,0,6,1,1,0,0,2851,0,4,2,815,0,0,0,1114,0,4,581,676,0,53,0,10,2,0,28,62,1,0,0,14,0,0,153,0,1,367,0,0,23,0,0,5,1479,4,5,0,0,260,49,180,1,2,33,0,385,1,0
FrameworkBenchmarks (Java),0,4,0,4,32,0,0,0,2,24,289,0,0,0,16,0,0,0,0,99,0,0,0,0,4,0,0,5,13,2,52,6,13,0,0,5,2,0,36,0,0,0,5,0,1,0,0,0,5,3,0,0,0,18,4,0,0,1,0,2,2,0,0,0,155,0,1,0,43,0,0,0,167,0,0,32,82,0,14,0,0,1,0,6,10,0,0,0,6,0,0,31,0,0,101,0,0,2,0,0,1,214,0,0,0,0,12,0,57,0,0,4,0,4,0,0
QMUI_Android (Java),1,110,2,9,14,0,0,0,10,9,353,0,2,0,48,0,0,3,0,61,0,8,0,2,24,0,3,1,58,16,850,8,65,1,0,36,1,0,21,0,0,0,134,0,3,0,5,1,26,3,0,0,0,16,10,0,0,3,0,1,0,0,2,0,427,0,9,0,137,0,5,0,174,0,0,76,69,0,24,1,9,2,0,3,14,0,0,0,2,1,0,17,0,0,191,0,0,1,0,0,0,219,2,6,0,0,68,12,15,0,0,4,0,44,1,0
BottomBar (Java),0,6,0,1,0,0,0,0,1,1,14,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,84,0,1,0,0,0,1,0,1,0,0,0,6,1,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,4,0,0,0,19,0,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,11,0,1,0,0,1,2,3,0,0,0,0,0,0,0
NumberProgressBar (Java),0,2,0,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eureka (Java),0,31,0,10,21,0,0,0,4,13,280,0,0,1,43,2,0,2,3,54,0,0,0,0,9,0,0,13,1,3,208,4,8,0,0,19,4,1,23,1,0,0,88,1,2,0,2,5,6,8,0,0,0,14,2,1,0,0,0,0,0,0,0,0,386,0,1,0,280,0,1,0,106,0,1,86,87,0,9,0,2,1,0,0,9,1,0,0,4,0,0,10,0,0,39,0,0,2,0,0,0,204,0,0,0,0,15,1,15,0,0,2,0,1,2,1
cachecloud (Java),0,115,0,39,232,0,0,0,0,32,192,0,0,3,85,0,0,23,0,17,0,0,0,0,4,0,0,2,0,0,82,0,22,0,0,1,2,0,55,0,0,0,82,0,0,0,0,0,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,145,0,0,0,182,0,0,0,216,0,0,35,115,0,6,0,2,2,0,2,36,0,0,0,5,0,0,11,0,0,51,0,0,1,0,3,0,716,0,1,0,0,12,3,4,0,0,4,0,1,1,0
javapoet (Java),0,0,0,1,9,0,0,0,0,0,26,0,1,0,12,0,0,0,0,91,0,0,0,0,10,0,0,5,9,0,38,5,1,0,0,1,0,0,2,0,0,0,7,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,149,0,1,0,15,0,0,0,4,0,3,1,123,0,0,0,2,0,0,7,3,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,44,0,0,0,0,0,1,6,0,0,0,0,4,0,0
caffeine (Java),0,25,0,23,34,0,0,0,0,56,287,0,0,0,65,1,0,11,1,243,0,1,0,0,18,0,33,3,4,33,523,3,79,9,0,13,7,0,16,0,0,0,57,0,9,0,1,3,41,58,0,3,0,17,17,0,0,2,0,3,0,0,10,0,737,0,40,0,118,0,0,0,70,0,0,113,1580,0,46,0,0,1,0,7,26,1,1,0,3,0,0,34,0,1,77,0,3,1,0,0,0,321,0,3,0,0,31,37,170,0,0,7,0,5,0,8
springBoot (Java),0,12,0,4,10,0,0,0,0,2,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,3,7,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,21,0,0,0,9,0,0,0,109,0,0,12,14,0,1,0,0,0,0,6,6,0,0,0,2,0,0,5,0,0,105,0,0,0,0,0,0,45,0,0,0,0,6,0,2,0,0,0,0,0,0,0
AndPermission (Java),0,4,0,0,0,0,0,0,0,0,61,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,2,0,0,26,57,4,1,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,6,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,28,0,0,0,2,0,0,0,3,0,0,4,8,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,4,0,10,0,0,2,0,2,0,0
RxLifecycle (Java),0,0,0,1,0,0,0,0,0,28,15,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,18,0,0,0,0,3,0,2,0,0,0,0,0,0,0
aeron (Java),0,88,1,56,10,0,0,0,0,65,417,0,0,1,45,0,0,8,0,197,0,0,0,0,15,0,6,8,81,23,1134,8,64,1,0,6,6,2,19,0,0,0,181,0,2,0,3,10,181,2,0,13,0,6,2,0,0,0,0,43,1,0,1,1,1027,0,2,4,442,0,0,0,414,0,0,205,340,0,14,0,10,1,0,3,25,5,3,0,2,0,18,11,0,0,110,0,2,7,0,0,0,272,0,2,0,0,87,34,168,0,0,15,0,87,1,0
banner (Java),0,1,0,0,0,0,0,0,0,0,62,0,0,0,4,0,0,0,0,1,0,0,0,0,11,0,0,0,19,2,27,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,4,1,0,0,0,30,0,1,0,12,0,0,0,14,0,0,6,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,1,0,12,0,0,0,0,18,0,0
HomeMirror (Java),0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mycat-Server (Java),0,133,3,77,46,0,0,0,16,40,455,1,0,1,94,0,0,18,2,243,0,0,0,3,14,0,14,4,8,6,547,21,205,2,0,4,1,0,59,0,0,0,103,2,4,0,1,21,22,32,0,2,0,16,5,0,0,0,0,2,4,0,0,0,699,0,14,0,304,0,0,0,781,0,3,277,233,0,2,2,14,6,0,5,54,0,3,0,1,0,0,141,0,0,563,0,1,10,0,1,0,289,4,4,0,0,405,25,32,0,1,8,0,9,0,0
NewPipe (Java),0,69,0,10,47,0,0,0,0,32,292,0,0,1,50,0,0,6,0,49,0,1,0,0,2,0,7,4,3,3,600,11,39,3,0,7,10,2,24,0,0,0,61,1,2,0,0,3,33,4,0,2,0,3,0,0,0,0,0,2,4,0,0,1,439,0,3,0,117,0,0,0,103,0,0,53,73,0,5,0,4,2,0,5,14,0,0,0,6,0,0,22,0,0,97,0,1,7,0,0,1,147,1,1,0,0,58,21,26,0,0,4,0,0,0,0
JCSprout (Java),0,7,0,3,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,2,0,0,33,0,5,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,18,0,2,0,7,0,0,0,9,0,0,4,58,0,4,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,14,0,0,0,0,4,0,7,0,0,0,0,0,0,0
Java (Java),1,19,0,12,5,0,0,0,0,6,473,0,1,0,22,0,0,1,0,693,0,6,0,0,0,0,4,10,6,0,265,1,24,3,0,6,2,0,10,0,0,0,34,0,10,0,0,1,14,0,0,10,0,7,1,0,0,0,0,0,0,0,2,0,140,0,14,0,70,0,0,0,43,0,0,22,305,0,12,0,8,0,1,4,19,0,0,2,0,0,0,14,0,0,31,0,2,1,0,0,0,101,0,1,0,0,3,25,37,0,0,8,1,3,0,1
ARouter (Java),0,6,0,1,2,0,0,0,0,1,31,0,0,0,7,0,0,0,0,11,0,0,0,0,10,0,0,0,16,8,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,37,0,0,0,2,0,0,0,23,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,14,0,0,0,0,10,0,3,0,0,1,0,12,0,0
storm (Java),0,94,0,12,43,0,0,0,0,16,311,0,1,0,88,0,0,3,0,66,0,0,0,0,3,0,8,37,0,3,190,6,32,3,0,2,0,0,43,0,0,0,65,1,1,0,1,2,20,25,0,0,1,16,1,0,0,0,0,0,0,0,0,0,390,0,12,0,197,0,0,0,101,0,33,86,68,0,33,0,1,1,0,3,41,0,0,0,5,0,0,16,0,0,202,0,0,2,0,6,0,324,0,0,0,0,86,57,17,0,0,3,0,4,0,0
java-design-patterns (Java),0,46,0,17,23,0,0,0,2,32,462,0,0,0,28,0,0,3,0,334,0,0,0,0,28,0,1,20,5,6,399,15,64,2,0,3,0,2,14,0,0,0,23,0,5,0,0,1,56,0,0,2,0,8,4,0,0,2,0,1,2,0,0,0,543,0,9,0,73,0,0,0,68,0,0,26,428,0,13,0,0,0,0,6,12,0,0,0,2,0,0,5,0,0,120,0,0,1,0,0,0,244,0,3,0,0,25,13,78,0,0,8,0,6,0,0
gitpod (Java),0,13,0,3,0,0,0,0,0,3,58,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,38,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Shadow (Java),0,51,0,4,19,0,0,0,0,5,146,0,0,0,36,0,0,1,0,28,0,0,0,0,5,0,5,1,0,0,302,1,49,2,0,1,1,0,5,0,0,0,32,0,0,0,4,1,3,8,0,1,0,33,1,0,0,2,0,0,0,0,0,0,357,0,0,0,49,0,0,0,15,0,0,46,52,0,17,0,0,0,0,4,0,0,0,0,3,0,0,27,0,0,21,0,0,5,0,0,1,159,0,2,0,0,41,3,19,0,0,5,0,0,0,0
AndroidSlidingUpPanel (Java),0,5,0,0,0,0,0,0,0,1,4,0,0,0,10,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,12,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0
zeppelin (Java),0,139,0,15,237,0,0,0,3,26,579,0,0,2,96,0,0,12,0,152,0,0,0,3,9,0,7,44,11,18,797,11,53,0,0,3,1,0,82,0,0,0,161,4,1,0,0,1,108,10,0,0,0,32,5,0,0,0,0,0,0,0,0,0,1402,0,1,0,325,0,1,0,424,0,20,238,300,0,22,1,4,0,0,14,50,1,0,0,4,0,0,119,0,0,366,0,0,15,0,0,0,759,3,1,0,0,150,83,91,0,1,8,0,81,2,3
jmeter (Java),0,191,5,54,94,0,0,0,10,61,1139,0,1,2,94,0,0,2,1,336,0,0,0,1,35,0,14,17,16,21,2034,10,189,0,0,11,2,1,316,0,0,0,326,0,1,0,10,8,43,14,0,12,0,60,7,0,0,44,0,2,0,0,0,1,1574,0,2,0,740,0,0,0,691,0,0,222,476,0,46,0,21,4,0,57,43,0,0,0,6,0,1,57,0,0,553,0,0,12,0,2,1,656,3,8,1,0,202,9,145,2,1,22,0,4,1,16
mapstruct (Java),0,685,4,38,167,0,0,6,3,39,671,0,3,0,107,3,0,7,0,290,0,1,0,0,17,0,10,25,9,30,141,24,99,0,0,1,0,3,51,0,0,0,83,0,2,0,0,1,1,49,2,0,0,149,10,0,0,0,0,0,0,0,0,0,426,0,0,0,166,0,0,0,2034,0,2,1041,1193,0,97,0,5,1,0,9,11,0,0,0,4,0,0,99,3,0,1582,0,0,1,0,0,0,404,1,0,4,0,347,36,17,0,1,43,0,13,1,0
bytecode-viewer (Java),0,15,0,1,7,0,0,0,0,3,192,0,0,0,9,0,0,1,0,20,0,1,0,0,12,0,2,7,8,2,127,4,7,0,0,0,1,0,9,0,0,0,14,0,0,0,4,0,4,1,0,5,0,5,0,0,0,0,0,1,1,0,0,0,162,0,1,0,42,0,1,0,48,0,0,61,69,0,1,0,1,0,0,1,10,0,0,0,2,0,0,5,0,0,30,0,0,0,0,0,0,83,0,0,0,0,58,1,11,0,0,1,0,11,1,0
graylog2-server (Java),0,135,2,51,289,1,0,0,0,306,2173,0,1,0,215,0,0,14,0,1145,0,0,0,0,21,0,33,34,30,24,1912,52,441,0,0,7,24,3,101,0,0,0,215,4,8,0,2,1,85,57,0,5,0,98,51,0,0,0,0,10,2,0,0,0,3893,0,0,1,535,0,0,0,634,0,0,493,1365,0,67,0,1,0,0,21,132,0,0,0,23,0,0,141,0,1,249,0,5,9,0,0,21,3250,3,0,0,0,269,9,169,0,0,28,0,16,0,4
nanohttpd (Java),0,16,0,2,2,0,0,0,0,6,46,0,0,0,3,0,0,0,0,26,0,0,0,0,0,0,0,3,0,0,126,3,6,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,0,1,0,10,0,0,0,24,0,0,17,54,0,8,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,16,0,0,0,0,0,0,23,0,0,0,0,5,4,3,0,0,0,0,2,0,0
Activiti (Java),0,36,0,14,34,0,0,0,5,35,468,0,0,0,49,0,0,1,3,91,0,0,0,0,22,0,0,0,26,27,248,35,135,0,0,2,1,0,60,0,0,0,21,0,34,0,0,0,40,0,0,0,0,26,0,0,0,0,0,2,1,0,0,0,531,0,0,0,65,0,0,0,355,0,0,89,149,0,103,0,0,0,0,4,19,0,0,0,4,0,0,105,0,0,214,0,0,0,0,0,1,338,0,0,0,0,30,5,36,0,0,16,0,83,0,0
seatunnel (Java),1,184,1,43,264,0,0,0,1,138,1632,0,6,1,129,0,0,20,4,512,0,2,0,2,25,0,54,22,20,41,1117,199,810,2,0,3,16,3,146,1,0,0,118,2,13,0,2,4,38,82,0,11,0,95,19,3,0,1,0,7,2,2,0,0,1273,0,1,0,386,0,0,0,486,0,4,356,1084,0,156,0,4,1,0,39,136,0,1,0,22,0,0,239,1,0,182,0,1,8,0,0,3,1079,3,3,0,0,385,26,142,0,2,28,0,42,1,20
material-components-android (Java),0,306,2,103,39,0,0,0,8,48,576,0,0,2,141,0,0,15,0,234,0,6,0,0,37,0,4,6,13,16,1670,12,327,5,0,17,5,3,44,1,0,0,209,5,21,0,5,2,139,2,0,1,5,38,24,0,0,1,0,2,0,0,0,0,1857,0,7,0,346,0,0,0,508,0,0,262,286,0,71,1,8,4,0,21,53,0,3,0,11,3,1,49,0,0,445,0,0,6,0,0,1,441,2,9,0,0,89,53,181,0,0,11,0,38,0,0
xmall (Java),0,36,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,176,0,0,56,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
supertokens-core (Java),0,3,0,2,13,0,0,0,0,16,219,0,0,2,11,0,0,0,0,323,0,0,0,0,0,0,1,1,1,1,173,0,160,0,0,0,2,0,9,0,0,0,12,0,0,0,1,0,19,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,441,0,0,1,27,0,0,0,48,0,0,14,1222,0,0,0,5,0,0,4,8,0,0,0,1,0,0,14,0,0,15,0,0,2,0,0,0,116,1,0,0,0,9,0,51,0,0,4,0,1,0,0
zipkin (Java),0,22,0,30,24,0,0,0,4,72,169,0,1,0,16,0,0,3,0,249,0,0,0,0,8,0,5,4,6,4,484,23,28,4,0,18,10,0,13,0,0,0,18,1,4,0,0,0,92,0,0,3,0,12,4,0,0,0,0,0,0,0,0,0,471,0,0,0,78,0,0,0,131,0,15,36,149,0,8,0,0,0,0,1,23,0,0,0,6,0,2,40,0,0,158,0,0,1,0,0,0,263,1,0,0,0,22,3,68,0,0,2,0,3,0,0
android-classyshark (Java),0,10,0,5,2,0,0,0,0,9,91,0,0,0,6,0,0,2,0,12,0,0,0,0,1,0,5,3,1,0,51,0,8,0,0,0,0,0,18,0,0,0,2,0,0,0,0,1,4,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,43,0,0,0,51,0,0,0,32,0,0,29,23,0,4,0,0,1,0,3,12,0,0,0,1,0,0,20,0,0,8,0,0,0,0,0,0,48,0,0,0,0,14,0,8,0,0,0,0,0,0,0
Android-Bootstrap (Java),0,23,0,1,0,0,0,0,0,13,51,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,77,1,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62,0,0,0,4,0,0,0,33,0,0,25,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,34,0,0,0,0,0,0,6,0,0,0,0,5,0,3,0,0,0,0,0,0,0
okhttputils (Java),0,2,0,1,6,0,0,0,0,2,24,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,7,1,0,0,0,5,0,0,5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,1,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,19,0,0,0,0,4,0,3,0,0,0,0,9,0,0
gocd (Java),0,322,3,124,384,0,0,6,5,239,2235,0,3,0,753,0,0,60,4,958,0,0,0,0,64,0,27,49,52,25,3257,74,363,0,0,6,14,5,335,0,0,0,550,1,2,0,7,9,162,92,0,9,3,268,126,4,0,1,0,13,5,0,0,0,6363,0,3,4,1222,0,3,0,871,0,4,671,2831,0,119,0,13,2,0,85,177,2,1,0,27,0,1,125,0,2,598,0,3,15,0,12,18,2448,10,1,0,0,164,68,619,1,3,122,3,24,4,11
AVLoadingIndicatorView (Java),0,1,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,0,0,0,7,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0
SDE-Interview-Questions (Java),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpringBoot-Learning (Java),0,1,0,0,15,0,0,0,0,0,38,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,77,0,31,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,31,0,0,0,39,0,0,0,51,0,0,1,16,0,16,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,63,0,0,1,0,0,0,49,0,0,0,0,18,0,0,0,0,0,0,0,0,0
cim (Java),1,12,0,4,2,0,0,0,1,2,53,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,53,0,3,0,0,0,0,0,16,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,45,0,0,0,22,0,0,0,78,0,0,7,56,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,9,0,0,0,0,1,0,8,0,0,0,0,0,1,0
baritone (Java),0,11,0,18,42,0,0,1,2,64,240,0,1,0,73,0,0,8,0,117,0,0,0,1,2,0,6,2,2,12,60,6,58,2,0,4,6,0,10,3,0,0,37,0,5,0,0,0,9,6,0,0,0,30,4,0,0,0,0,0,0,1,0,1,152,0,5,0,48,0,0,0,64,0,20,106,49,0,0,0,0,4,0,2,12,0,0,0,1,0,0,8,0,2,27,0,0,3,0,0,0,150,2,2,0,0,21,20,17,0,0,21,0,0,0,0
mit-deep-learning-book-pdf (Java),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
