,void-accessor controller,set collaborator,predicate set collaborator,property,property non-void-command factory collaborator,factory incidental,property command factory collaborator,get predicate controller,get set factory collaborator,property wrapper,constructor,get set factory,property non-void-command factory,get property,predicate non-void-command collaborator,get property factory wrapper,property set factory,predicate wrapper,get factory collaborator,wrapper stateless,get factory controller,void-accessor command,get predicate set,factory collaborator,get non-void-command collaborator,set factory,stateless,copy-constructor,get non-void-command,get set collaborator,command,property factory collaborator,incidental,predicate collaborator,destructor,property set collaborator,property factory wrapper,property set factory collaborator,non-void-command factory collaborator,get property set factory collaborator,get predicate set collaborator,void-accessor,predicate non-void-command,get property controller,property collaborator,get void-accessor collaborator,get non-void-command factory collaborator,property set,wrapper,collaborator stateless,get factory,unclassified,get predicate collaborator,factory controller stateless,factory wrapper stateless,get property factory collaborator,get void-accessor command collaborator,set factory collaborator,get predicate wrapper,get wrapper,get controller,get property non-void-command factory,void-accessor set collaborator,get predicate non-void-command,command collaborator,command empty,void-accessor command collaborator,get command collaborator,property non-void-command,get factory wrapper,get predicate non-void-command collaborator,get property command collaborator,get,get void-accessor controller,property factory,get collaborator,controller stateless,get predicate,factory collaborator stateless,get property collaborator,get property non-void-command,get property wrapper,void-accessor set,factory controller,property controller,get command,get property set,void-accessor wrapper,property factory controller,void-accessor collaborator,get property set collaborator,collaborator incidental,get property factory,get property factory controller,set,get property set factory,collaborator,get property non-void-command collaborator,get void-accessor,non-void-command,non-void-command collaborator,property non-void-command collaborator,get property non-void-command factory collaborator,predicate set,get non-void-command factory,property command collaborator,empty,predicate,controller,factory stateless,non-void-command factory,predicate controller,factory,get set,factory wrapper,factory collaborator incidental
flink-learning (Java),0,5,0,4,1,0,0,0,0,0,44,0,0,0,1,0,0,1,0,17,0,0,0,0,1,0,1,0,2,3,29,2,2,0,0,1,0,0,2,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,49,0,0,0,7,0,0,0,20,0,0,4,11,0,4,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,7,0,1,2,0,0,0,21,0,0,0,0,4,0,4,0,0,0,0,0,0,0
awesome-java-leetcode (Java),0,0,0,0,3,0,0,0,0,0,4,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RxAndroid (Java),0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AndroidUtilCode (Java),0,10,1,3,5,0,0,0,0,4,143,0,1,0,11,0,0,1,0,200,0,0,0,0,12,0,1,0,8,23,172,0,16,0,0,2,0,0,1,0,0,0,7,0,3,0,1,0,92,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,140,0,2,0,41,0,0,0,14,0,0,18,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,17,0,0,2,0,0,0,71,0,0,0,0,29,1,9,0,0,0,0,32,0,0
HMCL (Java),0,29,0,12,72,0,0,0,1,72,709,0,5,1,31,0,0,10,1,69,0,0,0,0,15,0,4,8,8,12,349,51,81,2,0,4,5,0,11,0,0,0,89,0,6,0,1,0,28,7,0,12,0,13,2,0,0,0,0,2,0,0,0,0,358,0,0,0,202,0,0,0,404,0,14,448,61,0,11,0,0,0,0,4,12,0,0,0,13,0,0,22,0,1,36,0,1,3,0,0,1,324,1,1,0,0,49,13,12,0,1,5,0,28,0,0
pulsar (Java),0,222,2,89,329,0,0,2,10,212,1568,0,2,2,196,1,0,38,3,797,0,2,0,2,313,0,38,49,67,80,4825,70,303,6,0,20,19,4,250,1,0,0,289,0,35,0,9,3,126,107,0,6,0,128,26,0,0,1,0,9,3,0,0,0,5584,0,4,5,902,0,0,0,548,0,0,504,1837,0,62,1,12,6,0,34,137,2,0,0,22,0,0,198,0,3,425,0,1,25,0,0,10,2916,11,3,0,0,421,77,346,0,0,19,0,49,1,150
hsweb-framework (Java),0,30,0,3,29,0,0,0,1,35,142,0,0,0,28,0,0,4,0,140,0,1,0,0,24,0,1,2,2,8,47,6,36,1,0,4,0,0,11,0,0,0,23,0,0,0,1,0,7,6,0,2,0,18,9,0,0,0,0,1,2,0,0,0,153,0,0,0,45,0,0,0,41,0,0,47,128,0,55,0,1,0,0,9,23,0,0,0,3,0,1,25,0,1,32,0,0,4,0,0,1,440,3,1,0,0,10,4,22,1,1,4,0,6,0,2
itstack-demo-design (Java),0,30,0,0,10,0,0,0,0,4,67,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,1,0,0,32,2,41,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,43,0,0,0,18,0,0,0,96,0,0,27,37,0,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,34,0,0,0,0,2,0,3,0,0,0,0,1,0,0
DoKit (Java),0,116,5,20,42,0,0,0,3,15,466,0,1,1,46,0,0,3,0,97,0,2,1,0,28,0,2,3,23,36,536,10,138,0,0,8,3,0,20,2,0,0,43,4,15,0,1,6,27,0,0,0,0,18,3,0,0,0,0,1,1,0,0,0,661,0,15,0,122,0,0,0,220,0,1,116,189,0,15,0,2,2,0,2,16,0,0,0,2,0,0,34,0,0,190,0,0,2,0,0,0,227,0,0,0,0,83,15,47,0,0,7,0,96,1,1
hutool (Java),0,80,2,64,67,0,0,0,1,183,1570,1,3,1,135,0,0,28,4,1151,0,2,0,0,245,1,22,22,169,136,356,15,48,1,0,24,3,4,33,0,0,1,204,1,8,0,2,10,50,17,0,6,2,9,6,0,0,1,0,15,10,0,1,0,381,0,1,0,698,0,0,0,447,0,0,227,1690,1,30,0,17,2,0,11,63,0,1,0,10,0,1,40,0,0,217,0,1,19,0,0,0,1147,2,1,2,0,36,24,99,0,4,15,1,246,0,3
Mybatis-PageHelper (Java),0,9,0,2,3,0,0,0,0,3,26,0,0,0,8,0,0,0,0,9,0,0,0,0,6,0,0,0,0,15,51,2,2,0,0,2,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,27,0,0,0,6,0,0,0,52,0,0,14,134,0,1,0,0,0,0,6,11,0,0,0,1,0,0,7,0,0,35,0,0,1,0,0,0,43,0,0,0,0,4,4,2,0,0,0,0,1,0,0
vert.x (Java),0,63,2,27,96,0,0,0,11,54,494,0,3,2,68,0,0,7,0,371,0,0,0,0,264,0,36,55,194,260,1234,27,132,1,0,24,17,1,31,0,0,0,145,0,20,0,3,4,26,121,0,9,0,34,9,1,0,0,0,5,3,0,0,0,1568,0,12,1,409,0,0,0,419,0,14,327,763,0,57,0,4,0,0,6,34,0,1,0,5,0,1,89,0,0,56,0,0,9,0,0,2,1056,5,6,0,0,133,38,52,0,0,14,0,247,30,1
Android-skin-support (Java),0,34,0,2,14,0,0,0,3,7,366,0,0,0,7,0,0,3,0,32,0,0,0,0,11,0,0,2,8,3,425,0,29,0,0,2,0,0,9,0,0,0,4,2,2,0,0,0,9,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,175,0,2,0,41,0,0,0,61,0,0,16,35,0,9,0,0,1,0,2,15,0,0,0,4,0,1,30,0,0,45,0,0,0,0,0,0,105,1,0,0,0,17,1,12,0,0,2,0,8,0,0
SpringAll (Java),0,12,0,0,3,0,0,0,0,0,8,0,0,0,1,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,3,0,29,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,0,0,0,0,0,0,0,0,13,0,0,0,10,0,0,0,106,0,0,13,33,0,18,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,106,0,0,0,0,0,0,46,0,0,0,0,8,0,0,0,0,0,0,0,0,0
incubator-seata (Java),0,265,7,36,82,0,0,0,1,51,719,0,0,0,141,3,0,26,0,925,0,0,0,0,16,0,20,11,5,12,657,12,561,0,0,3,11,0,333,0,0,0,119,0,3,0,1,4,58,29,0,4,0,99,8,0,0,0,0,6,1,0,0,0,1147,0,0,0,381,0,0,0,804,0,0,361,607,0,74,2,5,0,0,17,58,2,0,0,4,0,1,288,0,0,498,0,0,1,0,1,0,777,0,8,0,0,1275,6,212,0,0,18,0,204,70,4
dataease (Java),0,32,0,43,33,0,0,0,0,2,68,0,0,0,10,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,49,0,16,0,0,0,1,0,38,0,0,0,10,0,0,0,0,0,0,0,0,0,0,34,2,0,0,0,0,1,0,0,0,0,173,0,0,0,37,0,0,0,414,0,0,31,63,0,7,0,0,0,0,1,3,0,0,0,2,0,0,8,0,0,409,0,0,1,0,0,2,183,0,0,0,0,10,0,2,0,0,0,0,0,0,1
MaterialEditText (Java),0,24,0,0,3,0,0,0,0,3,14,0,0,0,19,0,0,0,0,7,0,0,0,0,3,0,0,0,0,9,57,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,18,0,0,0,79,0,0,12,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
litho (Java),0,103,0,24,32,0,0,0,4,79,526,0,0,1,82,0,0,10,0,193,0,1,0,0,34,0,10,11,21,10,555,7,131,1,0,16,3,0,10,0,0,0,100,1,10,0,0,1,153,23,0,3,0,16,2,0,0,0,0,16,2,0,0,1,947,0,6,3,179,0,0,0,212,0,3,237,225,1,18,0,3,2,0,1,46,3,0,0,11,0,0,106,0,0,136,0,3,8,0,1,2,439,3,1,0,0,115,30,276,0,0,28,0,8,0,0
vhr (Java),0,37,0,1,2,0,0,0,0,6,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,15,0,0,0,133,0,0,37,7,0,3,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,129,0,0,0,0,0,0,82,0,0,0,0,2,0,1,0,0,6,0,2,0,0
keycloak (Java),0,948,1,59,544,0,0,0,71,388,2408,3,3,0,610,0,0,80,3,900,0,0,0,1,242,0,109,55,342,254,4872,171,1534,2,0,43,36,9,248,0,0,0,721,4,16,0,7,2,155,66,0,2,0,250,60,2,0,5,0,19,8,1,0,2,5657,0,2,16,1695,0,3,0,3377,0,6,1950,1853,0,539,1,11,3,0,35,181,2,8,0,35,0,2,665,0,0,2096,0,1,23,0,4,14,3831,18,3,0,0,1507,50,322,1,3,87,5,273,0,19
cas (Java),0,59,0,6,362,0,0,1,4,135,1324,0,0,0,408,2,0,18,9,786,1,0,0,0,75,0,9,12,26,9,611,15,345,1,0,5,38,0,111,0,0,0,103,1,7,0,0,0,102,12,0,4,1,319,25,0,0,0,0,16,14,0,0,0,3341,0,0,0,215,0,0,0,99,0,0,28,1826,0,221,0,0,6,0,30,137,0,0,0,48,0,0,293,0,2,89,0,2,9,0,2,27,2401,0,2,0,0,122,12,538,0,0,31,0,38,8,5
MagicIndicator (Java),0,29,0,4,0,0,0,0,0,4,25,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,65,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,18,0,0,0,65,0,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,73,0,0,0,0,0,0,3,0,0,0,0,36,0,6,0,0,0,0,0,0,0
debezium (Java),0,104,0,77,167,0,0,1,4,183,947,0,13,0,151,0,0,10,3,782,0,0,0,0,87,0,10,25,54,32,1888,39,391,1,0,8,17,4,69,0,0,0,226,2,13,0,0,10,62,20,0,1,0,76,46,0,0,0,0,14,7,3,0,0,2735,0,10,3,694,0,0,0,543,0,1,462,792,0,153,0,3,0,0,18,92,0,0,0,23,0,0,124,1,3,145,0,5,12,0,0,5,1274,9,0,0,0,150,41,67,0,0,35,0,27,7,0
from-java-to-kotlin (Java),0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eladmin (Java),0,0,0,2,122,0,0,0,0,13,30,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,33,1,10,0,0,0,0,0,12,0,0,0,3,0,4,0,0,0,6,0,0,0,0,11,2,0,0,0,0,0,1,0,1,0,89,0,0,0,11,0,0,0,11,0,0,1,43,0,6,0,1,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,3,0,6,0,0,12,0,0,0,0
algs4 (Java),0,13,0,41,17,0,0,0,0,26,266,0,0,4,61,0,0,0,0,1,0,1,0,1,26,0,9,9,64,0,171,5,10,3,0,4,4,0,21,0,0,0,84,0,2,0,0,1,4,0,0,47,0,1,0,0,0,2,0,3,0,0,0,0,116,0,3,0,94,0,0,0,126,0,8,32,6,0,14,0,4,1,1,12,24,0,0,0,0,0,0,14,0,0,23,0,0,2,0,1,0,120,0,0,0,0,13,44,2,0,3,5,0,0,0,0
selenium (Java),0,64,0,10,144,0,0,0,0,105,853,0,4,1,88,0,0,24,0,476,0,0,0,1,65,0,24,40,60,28,1007,34,143,2,0,7,19,0,65,0,0,0,81,2,12,0,2,1,61,28,0,1,0,53,36,1,0,0,0,16,2,0,0,0,1433,0,0,1,242,0,0,0,322,0,3,272,772,0,44,0,1,1,0,9,42,0,0,0,21,0,1,45,0,0,84,0,5,8,0,0,7,574,3,0,0,0,174,6,103,0,0,7,0,20,1,0
AndroidSwipeLayout (Java),0,7,0,0,2,0,0,0,0,2,28,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,38,1,8,0,0,0,2,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54,0,1,0,6,0,1,0,5,0,0,4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,17,0,0,0,0,8,0,1,0,0,0,0,0,0,0
JustAuth (Java),0,0,0,0,0,0,0,0,0,2,119,0,0,0,1,0,0,1,0,30,0,0,0,0,1,0,7,0,1,5,13,0,163,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,68,0,0,0,2,0,0,1,63,0,0,0,0,1,0,0,3,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,166,0,0,0,0,1,0,3,0,0,0,0,7,0,0
litemall (Java),0,193,0,6,9,0,0,0,1,1,47,0,0,0,45,0,0,0,0,19,0,0,0,34,2,0,0,0,68,0,155,1,1,0,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,3,0,0,0,0,0,68,0,0,0,110,0,0,0,65,0,0,0,417,0,0,221,34,0,2,0,0,0,0,2,4,0,0,0,0,0,0,6,0,0,420,0,0,0,0,3,1,556,0,0,0,0,1,2,1,0,0,0,0,0,0,0
Hystrix (Java),0,5,0,22,47,0,0,0,0,12,247,0,1,0,8,0,0,0,0,59,0,0,0,0,0,0,2,10,0,0,203,15,22,0,0,2,3,0,6,0,0,0,38,1,3,0,0,1,11,2,0,3,0,14,8,0,0,0,0,0,0,1,0,0,496,0,1,0,74,0,0,0,64,0,5,189,305,0,31,0,0,0,0,0,9,0,0,0,1,1,0,25,0,0,32,0,2,2,0,0,0,199,0,0,0,0,35,10,54,0,0,1,0,0,0,5
android-async-http (Java),0,10,0,17,27,0,0,0,0,5,60,0,0,0,11,0,0,0,0,4,0,0,0,0,3,0,0,0,0,1,74,1,101,0,0,0,0,0,8,0,0,0,7,0,1,0,1,0,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72,0,0,0,11,0,0,0,20,0,0,13,8,0,5,0,0,0,0,2,26,0,0,0,0,0,0,4,0,0,21,0,1,0,0,0,0,55,0,0,0,0,17,1,1,0,0,1,0,0,0,0
shardingsphere (Java),0,6,0,2,3,0,0,0,0,1,86,0,0,0,6,0,0,2,0,203,0,0,0,0,0,0,1,0,1,0,195,0,23,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,73,17,0,0,0,19,2,0,0,0,0,0,1,0,0,0,183,0,0,0,36,0,0,0,6,0,0,3,209,0,12,0,0,0,0,1,14,1,0,0,1,0,0,38,0,0,14,0,0,0,0,0,0,48,0,0,0,0,34,3,81,0,0,0,0,0,0,0
GitHub-Chinese-Top-Charts (Java),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
languagetool (Java),0,84,2,79,172,0,0,0,12,181,1171,0,0,3,145,0,0,10,3,378,0,1,0,0,10,0,10,22,16,24,1121,64,1258,1,0,29,15,7,192,1,0,0,230,0,5,0,2,5,129,13,0,12,0,76,10,0,0,18,0,0,3,0,0,0,948,0,9,0,530,0,0,0,736,0,1,288,1003,0,222,2,6,0,0,22,75,1,0,0,17,0,1,132,0,1,321,0,7,5,0,0,3,696,2,1,0,0,44,21,112,0,0,61,0,18,0,6
trino (Java),5,107,5,201,1602,0,0,23,3,1558,6421,0,58,2,554,2,1,161,7,6779,0,18,0,0,181,0,192,189,74,495,8305,238,853,21,0,144,170,17,168,0,0,3,736,4,31,0,5,25,1127,549,0,32,0,314,222,0,0,3,24,61,12,15,0,5,6810,0,8,0,2470,0,4,0,3238,0,31,5006,3654,1,155,0,39,6,1,27,897,2,1,0,156,0,3,364,0,5,749,0,4,54,0,4,133,6256,18,6,0,0,569,142,820,0,0,574,0,1042,0,32
Leaf (Java),0,3,0,1,3,0,0,0,0,0,15,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,30,0,0,8,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HikariCP (Java),1,14,0,4,8,0,0,0,0,2,46,0,0,0,7,0,0,0,0,31,0,0,0,0,1,0,2,0,6,2,110,10,70,1,0,1,1,0,4,0,0,0,18,0,5,0,0,1,4,26,0,4,0,1,0,1,0,0,0,0,0,0,0,0,75,0,0,0,39,0,0,0,51,0,0,22,108,0,5,0,0,1,0,1,7,0,0,0,0,0,0,79,0,0,55,0,0,0,0,0,0,81,0,0,0,0,175,5,7,0,0,1,0,0,0,2
AgentWeb (Java),0,17,0,3,3,0,0,0,0,1,59,0,0,0,25,0,0,0,0,3,0,0,0,0,7,0,0,1,1,1,93,2,1,0,0,2,0,0,1,0,0,0,16,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,102,0,0,0,1,0,0,0,11,0,0,24,18,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,17,0,1,0,0,10,1,6,0,0,0,0,2,0,0
PojavLauncher (Java),0,47,5,7,8,0,0,0,4,18,183,0,0,0,34,0,0,4,0,47,0,0,0,0,2,0,0,8,1,1,221,2,30,1,0,4,0,0,5,0,0,0,13,0,3,0,0,0,30,0,0,0,0,5,1,0,0,0,0,2,1,0,0,0,174,0,1,0,28,0,0,0,15,0,0,20,39,0,6,0,3,0,0,3,6,0,0,0,2,0,1,5,0,0,48,0,0,2,0,0,0,51,1,4,0,0,12,14,17,0,0,1,0,0,0,1
glide-transformations (Java),0,0,0,12,0,0,0,0,0,0,32,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,33,0,0,0,0,0,0,0
atlas (Java),0,69,1,7,11,0,0,0,0,7,137,0,0,0,16,0,0,0,0,27,0,2,0,0,10,0,2,3,0,0,85,2,6,0,0,0,0,0,5,0,0,0,20,0,1,0,2,0,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0,0,113,0,1,0,36,0,0,0,38,0,0,95,29,0,0,0,0,0,0,1,6,0,0,0,0,0,0,8,0,0,40,0,0,3,0,0,1,43,1,0,0,0,15,2,7,0,0,2,0,0,0,0
jvm-sandbox (Java),0,2,0,5,16,0,0,0,0,3,100,0,0,0,8,0,0,8,0,35,0,0,0,0,17,0,0,0,6,17,66,2,19,1,0,1,0,0,10,0,0,0,38,0,3,0,9,1,14,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,121,0,0,0,47,0,0,0,25,0,0,29,70,0,3,0,0,0,0,0,7,0,0,0,0,0,0,27,0,0,3,0,0,2,0,0,0,72,1,0,0,0,51,7,13,0,1,4,0,7,0,2
datahub (Java),0,32,1,13,274,0,0,0,0,86,784,0,0,1,88,0,0,5,1,281,0,0,0,0,57,0,16,11,27,38,255,40,137,0,0,1,17,1,140,0,0,0,40,1,1,0,0,0,56,27,0,1,0,321,36,0,0,0,0,1,3,0,0,0,1082,0,0,0,143,0,0,0,125,0,1,195,727,0,73,0,0,0,0,41,93,0,0,0,22,0,0,217,0,0,45,0,0,2,0,0,6,1162,3,0,0,0,24,2,405,0,0,25,0,34,0,0
Android-PickerView (Java),0,9,0,1,0,0,0,0,0,3,20,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,7,12,66,2,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,6,0,0,0,17,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,6,0,0,0,0,2,2,0,0,0,0,0,50,0,0
Ehviewer_CN_SXJ (Java),3,83,1,14,14,0,0,0,2,19,472,0,0,0,102,0,0,14,0,47,0,1,0,2,2,0,1,0,3,11,621,1,85,2,0,5,1,0,20,0,0,0,49,3,1,0,1,0,35,2,0,1,0,14,7,0,0,2,0,0,0,0,0,1,628,0,3,0,102,0,0,0,168,0,0,65,149,0,6,3,7,0,1,5,9,0,0,1,3,0,0,17,0,0,241,0,0,5,0,0,0,134,1,2,0,0,92,7,68,0,0,12,0,2,0,1
react-native-image-picker (Java),0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
jedis (Java),0,17,0,14,929,0,0,1,2,50,716,0,0,0,16,0,0,4,0,103,0,0,0,0,38,0,0,10,65,26,2050,6,20,1,0,3,0,0,14,0,0,0,48,0,3,0,0,4,43,26,0,0,0,6,2,0,0,1,0,1,2,0,0,0,2212,0,0,0,1174,0,0,0,232,0,0,85,100,0,30,0,0,0,0,1,10,0,0,0,2,0,0,6,0,0,48,0,7,0,0,0,0,1766,0,0,0,0,27,3,148,1,0,31,0,218,0,0
rest-assured (Java),0,28,0,4,53,0,0,0,1,27,251,0,1,0,22,0,0,4,0,1046,0,0,0,2,191,0,1,10,105,27,146,53,9,3,0,1,48,0,16,0,0,0,43,0,8,0,0,0,101,2,0,0,0,15,17,0,0,0,0,2,1,0,0,0,137,0,0,0,98,0,0,0,194,0,53,163,354,0,13,0,2,0,0,5,16,0,0,0,20,0,0,10,0,0,29,0,0,3,0,1,0,477,0,0,0,0,0,28,65,9,0,1,0,5,2,3
material-theme-jetbrains (Java),0,27,1,2,4,0,0,0,1,54,45,0,0,0,10,0,0,19,0,208,0,0,0,0,1,0,0,0,0,2,86,2,77,2,0,0,0,0,3,0,0,0,33,0,0,0,0,0,9,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,155,0,0,0,21,0,0,0,58,0,0,27,42,0,311,0,0,0,0,1,6,0,0,0,4,0,0,85,0,0,47,0,0,0,0,0,0,63,0,0,0,0,41,35,5,0,0,0,0,5,0,0
flowable-engine (Java),0,1704,0,102,356,0,0,0,36,170,3102,0,0,3,235,0,0,22,1,460,0,1,0,3,989,0,86,15,391,1581,4551,146,752,0,0,20,19,11,438,0,0,0,214,2,24,0,8,4,172,117,0,10,0,331,26,0,0,1,0,7,4,0,0,2,10487,0,2,0,746,0,1,0,6144,0,1,2794,1781,0,300,2,7,10,0,229,304,0,0,0,24,0,4,584,0,0,4145,0,0,173,0,9,19,4837,3,0,0,0,360,53,402,5,3,41,5,795,0,0
halo (Java),0,23,0,1,68,0,0,0,0,61,349,0,0,0,20,0,0,1,1,193,0,0,0,0,5,0,6,2,0,13,200,4,14,0,0,1,3,0,26,0,0,0,24,0,0,0,0,0,20,1,0,0,0,62,5,0,0,0,0,0,1,0,0,0,506,0,0,0,40,0,0,0,34,0,0,47,238,0,16,0,0,1,0,11,41,0,0,0,2,0,0,3,0,0,47,0,0,1,0,0,6,551,0,0,0,0,45,5,36,0,0,7,0,3,1,0
springboot-learning-example (Java),0,3,0,9,5,0,0,0,0,1,26,0,0,0,1,0,0,0,0,6,0,0,0,0,15,0,0,0,3,0,14,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0,0,0,21,0,0,0,7,0,0,0,130,0,0,3,8,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,159,0,0,0,0,6,0,0,0,0,0,0,0,0,0
lottie-android (Java),0,27,0,14,12,0,0,0,0,6,173,0,1,0,8,0,0,1,0,30,0,1,0,1,19,0,2,6,0,0,207,22,6,0,0,2,2,0,7,1,0,0,38,0,2,0,4,0,72,4,0,0,0,5,0,0,0,1,0,0,0,0,1,1,167,0,2,0,65,0,1,0,99,0,0,123,17,0,1,0,4,1,0,2,2,0,0,0,3,0,0,3,0,0,39,0,0,6,0,0,1,65,0,1,0,0,7,6,20,0,0,2,0,6,0,1
